time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2016-01-01 00:00:00+00:00,2.49,98.81,0.0,-0.0,0.0,303.99,1.4,166.0,100662.0
2016-01-01 01:00:00+00:00,2.35,98.91,0.0,-0.0,0.0,308.47,1.36,167.0,100682.0
2016-01-01 02:00:00+00:00,2.21,99.01,0.0,-0.0,0.0,312.96,1.32,168.0,100701.0
2016-01-01 03:00:00+00:00,2.07,99.11,0.0,-0.0,0.0,317.45,1.29,169.0,100750.0
2016-01-01 04:00:00+00:00,1.93,99.21,0.0,-0.0,0.0,321.94,1.25,169.0,100731.0
2016-01-01 05:00:00+00:00,1.78,99.31,0.0,-0.0,0.0,326.43,1.21,172.0,100721.0
2016-01-01 06:00:00+00:00,1.64,99.41,0.0,-0.0,0.0,330.92,1.17,179.0,100770.0
2016-01-01 07:00:00+00:00,1.5,99.51,0.0,-0.0,0.0,335.41,1.13,202.0,100780.0
2016-01-01 08:00:00+00:00,2.6,98.75,8.0,0.0,8.0,326.2,1.66,198.0,100829.0
2016-01-01 09:00:00+00:00,2.86,98.05,67.0,10.86,65.0,322.6,1.72,203.0,100809.0
2016-01-01 10:00:00+00:00,3.07,97.55,56.0,0.0,56.0,326.8,1.59,192.0,100799.0
2016-01-01 11:00:00+00:00,3.4,96.0,36.0,0.0,36.0,329.8,1.59,171.0,100741.0
2016-01-01 12:00:00+00:00,3.59,98.2,143.0,68.69,124.0,329.2,1.24,159.0,100692.0
2016-01-01 13:00:00+00:00,3.84,97.7,63.0,0.0,63.0,330.8,1.17,156.0,100652.0
2016-01-01 14:00:00+00:00,3.96,97.7,59.0,34.47,54.0,331.2,1.1,146.0,100603.0
2016-01-01 15:00:00+00:00,4.05,97.4,0.0,0.0,0.0,331.2,1.17,130.0,100603.0
2016-01-01 16:00:00+00:00,4.01,97.9,0.0,-0.0,0.0,331.0,1.24,121.0,100554.0
2016-01-01 17:00:00+00:00,4.02,97.85,0.0,-0.0,0.0,330.6,1.45,116.0,100495.0
2016-01-01 18:00:00+00:00,4.05,97.45,0.0,-0.0,0.0,329.8,2.0,108.0,100417.0
2016-01-01 19:00:00+00:00,4.23,95.7,0.0,-0.0,0.0,328.4,2.76,115.0,100338.0
2016-01-01 20:00:00+00:00,4.02,94.45,0.0,-0.0,0.0,324.6,3.03,119.0,100280.0
2016-01-01 21:00:00+00:00,3.6,93.1,0.0,-0.0,0.0,317.8,3.03,123.0,100211.0
2016-01-01 22:00:00+00:00,3.2,91.65,0.0,-0.0,0.0,316.2,2.83,127.0,100152.0
2016-01-01 23:00:00+00:00,2.76,90.6,0.0,-0.0,0.0,309.6,2.48,124.0,100113.0
2016-01-02 00:00:00+00:00,2.32,89.4,0.0,-0.0,0.0,305.2,2.62,112.0,100025.0
2016-01-02 01:00:00+00:00,1.48,89.15,0.0,-0.0,0.0,280.4,2.83,105.0,99936.0
2016-01-02 02:00:00+00:00,0.96,88.0,0.0,-0.0,0.0,279.2,2.9,104.0,99877.0
2016-01-02 03:00:00+00:00,0.67,85.85,0.0,-0.0,0.0,282.6,2.97,106.0,99828.0
2016-01-02 04:00:00+00:00,0.53,83.7,0.0,-0.0,0.0,282.2,2.9,111.0,99750.0
2016-01-02 05:00:00+00:00,0.56,81.85,0.0,-0.0,0.0,285.4,3.03,115.0,99652.0
2016-01-02 06:00:00+00:00,0.57,80.4,0.0,-0.0,0.0,281.4,3.1,113.0,99622.0
2016-01-02 07:00:00+00:00,0.93,86.4,0.0,-0.0,0.0,289.2,2.76,135.0,99671.0
2016-01-02 08:00:00+00:00,1.07,86.9,27.0,24.33,25.0,305.8,3.03,124.0,99652.0
2016-01-02 09:00:00+00:00,1.2,88.15,0.0,0.0,0.0,313.4,3.1,112.0,99622.0
2016-01-02 10:00:00+00:00,1.28,90.3,57.0,0.0,57.0,314.4,3.38,111.0,99554.0
2016-01-02 11:00:00+00:00,1.51,90.85,66.0,0.0,66.0,317.6,3.1,112.0,99505.0
2016-01-02 12:00:00+00:00,1.93,91.45,53.0,0.0,53.0,319.2,2.41,113.0,99446.0
2016-01-02 13:00:00+00:00,2.22,91.55,84.0,8.67,82.0,321.4,2.21,117.0,99426.0
2016-01-02 14:00:00+00:00,2.34,91.1,54.0,20.39,51.0,322.0,2.48,117.0,99397.0
2016-01-02 15:00:00+00:00,2.34,91.2,0.0,0.0,0.0,322.6,2.41,116.0,99416.0
2016-01-02 16:00:00+00:00,2.26,91.4,0.0,-0.0,0.0,322.8,2.48,112.0,99446.0
2016-01-02 17:00:00+00:00,2.14,92.15,0.0,-0.0,0.0,322.6,2.62,111.0,99456.0
2016-01-02 18:00:00+00:00,2.06,92.75,0.0,-0.0,0.0,322.2,2.62,111.0,99446.0
2016-01-02 19:00:00+00:00,1.12,95.7,0.0,-0.0,0.0,316.8,2.34,112.0,99436.0
2016-01-02 20:00:00+00:00,1.18,95.35,0.0,-0.0,0.0,317.2,2.14,114.0,99426.0
2016-01-02 21:00:00+00:00,1.28,94.8,0.0,-0.0,0.0,318.4,1.86,115.0,99407.0
2016-01-02 22:00:00+00:00,1.41,94.1,0.0,-0.0,0.0,319.0,1.72,115.0,99465.0
2016-01-02 23:00:00+00:00,1.51,94.05,0.0,-0.0,0.0,316.8,1.66,113.0,99407.0
2016-01-03 00:00:00+00:00,1.7,94.05,0.0,-0.0,0.0,320.4,1.59,114.0,99387.0
2016-01-03 01:00:00+00:00,1.99,94.3,0.0,-0.0,0.0,318.85,1.59,118.0,99358.0
2016-01-03 02:00:00+00:00,2.23,94.15,0.0,-0.0,0.0,323.6,1.66,123.0,99318.0
2016-01-03 03:00:00+00:00,2.36,95.55,0.0,-0.0,0.0,324.2,1.72,126.0,99279.0
2016-01-03 04:00:00+00:00,2.53,96.15,0.0,-0.0,0.0,324.6,1.86,129.0,99250.0
2016-01-03 05:00:00+00:00,2.72,96.8,0.0,-0.0,0.0,325.4,1.86,131.0,99210.0
2016-01-03 06:00:00+00:00,3.03,97.1,0.0,-0.0,0.0,326.0,2.0,136.0,99181.0
2016-01-03 07:00:00+00:00,2.32,96.0,0.0,-0.0,0.0,323.2,2.41,128.0,99112.0
2016-01-03 08:00:00+00:00,2.43,96.2,30.0,36.25,27.0,323.6,2.48,130.0,99093.0
2016-01-03 09:00:00+00:00,2.64,96.55,93.0,75.38,79.0,324.6,2.55,131.0,99054.0
2016-01-03 10:00:00+00:00,2.94,96.45,55.0,0.0,55.0,324.6,2.83,132.0,99034.0
2016-01-03 11:00:00+00:00,3.25,95.9,58.0,0.0,58.0,326.8,2.69,134.0,98955.0
2016-01-03 12:00:00+00:00,3.77,94.25,158.0,99.99,130.0,326.8,3.1,142.0,98857.0
2016-01-03 13:00:00+00:00,4.11,94.7,62.0,0.0,62.0,321.0,2.9,140.0,98740.0
2016-01-03 14:00:00+00:00,4.39,94.25,73.0,80.36,61.0,329.6,3.17,142.0,98651.0
2016-01-03 15:00:00+00:00,4.34,94.9,0.0,0.0,0.0,325.4,2.76,140.0,98583.0
2016-01-03 16:00:00+00:00,4.04,94.6,0.0,-0.0,0.0,321.8,2.69,132.0,98494.0
2016-01-03 17:00:00+00:00,3.57,94.5,0.0,-0.0,0.0,310.4,2.69,124.0,98436.0
2016-01-03 18:00:00+00:00,3.16,94.35,0.0,-0.0,0.0,307.2,2.83,118.0,98328.0
2016-01-03 19:00:00+00:00,1.93,94.45,0.0,-0.0,0.0,286.0,3.59,121.0,98200.0
2016-01-03 20:00:00+00:00,1.94,93.65,0.0,-0.0,0.0,298.0,3.72,121.0,98083.0
2016-01-03 21:00:00+00:00,1.88,92.6,0.0,-0.0,0.0,296.6,3.79,119.0,97955.0
2016-01-03 22:00:00+00:00,1.82,91.15,0.0,-0.0,0.0,300.0,4.0,121.0,97847.0
2016-01-03 23:00:00+00:00,1.63,90.0,0.0,-0.0,0.0,294.8,4.14,123.0,97759.0
2016-01-04 00:00:00+00:00,1.41,90.5,0.0,-0.0,0.0,295.0,4.07,126.0,97622.0
2016-01-04 01:00:00+00:00,1.17,91.75,0.0,-0.0,0.0,301.4,4.0,129.0,97553.0
2016-01-04 02:00:00+00:00,1.02,94.1,0.0,-0.0,0.0,307.0,3.86,131.0,97474.0
2016-01-04 03:00:00+00:00,0.96,94.95,0.0,-0.0,0.0,310.2,3.72,131.0,97386.0
2016-01-04 04:00:00+00:00,0.95,95.75,0.0,-0.0,0.0,312.8,3.38,134.0,97308.0
2016-01-04 05:00:00+00:00,1.0,96.4,0.0,-0.0,0.0,314.2,3.1,141.0,97249.0
2016-01-04 06:00:00+00:00,1.26,96.35,0.0,-0.0,0.0,315.6,2.83,146.0,97229.0
2016-01-04 07:00:00+00:00,1.26,97.45,0.0,-0.0,0.0,315.8,2.14,151.0,97200.0
2016-01-04 08:00:00+00:00,1.71,98.05,10.0,0.0,10.0,318.8,1.86,156.0,97200.0
2016-01-04 09:00:00+00:00,2.59,97.65,58.0,5.36,57.0,318.0,1.86,168.0,97229.0
2016-01-04 10:00:00+00:00,3.6,96.85,49.0,0.0,49.0,319.2,1.93,187.0,97308.0
2016-01-04 11:00:00+00:00,4.97,94.3,54.0,0.0,54.0,314.6,2.28,206.0,97268.0
2016-01-04 12:00:00+00:00,5.85,89.05,155.0,88.68,130.0,301.8,3.1,228.0,97259.0
2016-01-04 13:00:00+00:00,6.06,87.2,77.0,4.26,76.0,313.4,3.17,238.0,97249.0
2016-01-04 14:00:00+00:00,6.03,86.7,58.0,19.78,55.0,316.2,3.1,240.0,97239.0
2016-01-04 15:00:00+00:00,5.52,88.8,0.0,0.0,0.0,320.4,2.69,233.0,97249.0
2016-01-04 16:00:00+00:00,4.97,91.2,0.0,-0.0,0.0,317.4,2.55,226.0,97278.0
2016-01-04 17:00:00+00:00,4.68,93.45,0.0,-0.0,0.0,318.0,2.55,222.0,97317.0
2016-01-04 18:00:00+00:00,4.72,93.8,0.0,-0.0,0.0,329.6,2.48,218.0,97337.0
2016-01-04 19:00:00+00:00,4.88,93.0,0.0,-0.0,0.0,315.4,2.48,218.0,97386.0
2016-01-04 20:00:00+00:00,4.82,93.4,0.0,-0.0,0.0,318.0,2.41,213.0,97396.0
2016-01-04 21:00:00+00:00,4.57,94.2,0.0,-0.0,0.0,310.8,2.41,205.0,97435.0
2016-01-04 22:00:00+00:00,4.28,94.95,0.0,-0.0,0.0,304.8,2.41,201.0,97474.0
2016-01-04 23:00:00+00:00,3.79,95.55,0.0,-0.0,0.0,289.8,2.34,195.0,97474.0
2016-01-05 00:00:00+00:00,3.72,95.8,0.0,-0.0,0.0,306.2,2.34,192.0,97455.0
2016-01-05 01:00:00+00:00,3.5,96.1,0.0,-0.0,0.0,302.8,2.14,188.0,97465.0
2016-01-05 02:00:00+00:00,3.06,96.45,0.0,-0.0,0.0,291.8,2.07,181.0,97455.0
2016-01-05 03:00:00+00:00,2.65,96.75,0.0,-0.0,0.0,287.0,2.0,177.0,97455.0
2016-01-05 04:00:00+00:00,2.6,96.8,0.0,-0.0,0.0,299.2,1.93,176.0,97445.0
2016-01-05 05:00:00+00:00,2.57,96.7,0.0,-0.0,0.0,303.8,1.86,174.0,97455.0
2016-01-05 06:00:00+00:00,2.75,96.3,0.0,-0.0,0.0,316.0,1.93,174.0,97484.0
2016-01-05 07:00:00+00:00,2.26,95.95,0.0,-0.0,0.0,278.6,1.93,172.0,97514.0
2016-01-05 08:00:00+00:00,1.95,95.95,30.0,23.74,28.0,272.0,2.0,174.0,97553.0
2016-01-05 09:00:00+00:00,2.76,95.25,124.0,228.98,81.0,300.6,1.86,177.0,97612.0
2016-01-05 10:00:00+00:00,3.89,91.45,61.0,0.0,61.0,320.6,2.69,189.0,97651.0
2016-01-05 11:00:00+00:00,4.6,89.55,48.0,0.0,48.0,327.8,3.24,199.0,97641.0
2016-01-05 12:00:00+00:00,5.03,89.45,39.0,0.0,39.0,325.2,2.9,205.0,97612.0
2016-01-05 13:00:00+00:00,5.13,89.5,45.0,0.0,45.0,302.8,2.97,207.0,97612.0
2016-01-05 14:00:00+00:00,4.92,92.95,11.0,0.0,11.0,315.8,2.34,191.0,97622.0
2016-01-05 15:00:00+00:00,4.75,94.65,0.0,0.0,0.0,321.8,2.28,179.0,97631.0
2016-01-05 16:00:00+00:00,4.46,95.65,0.0,-0.0,0.0,323.8,2.14,163.0,97671.0
2016-01-05 17:00:00+00:00,4.34,96.05,0.0,-0.0,0.0,324.2,2.07,156.0,97710.0
2016-01-05 18:00:00+00:00,4.35,96.05,0.0,-0.0,0.0,328.8,2.07,155.0,97729.0
2016-01-05 19:00:00+00:00,4.88,93.95,0.0,-0.0,0.0,321.4,2.48,186.0,97729.0
2016-01-05 20:00:00+00:00,4.62,93.35,0.0,-0.0,0.0,309.4,2.48,188.0,97778.0
2016-01-05 21:00:00+00:00,4.59,93.9,0.0,-0.0,0.0,324.4,2.41,187.0,97798.0
2016-01-05 22:00:00+00:00,4.57,94.75,0.0,-0.0,0.0,330.4,2.34,190.0,97808.0
2016-01-05 23:00:00+00:00,4.48,95.85,0.0,-0.0,0.0,330.8,2.28,194.0,97818.0
2016-01-06 00:00:00+00:00,4.38,96.6,0.0,-0.0,0.0,330.6,2.07,194.0,97847.0
2016-01-06 01:00:00+00:00,4.32,97.05,0.0,-0.0,0.0,330.85,1.79,193.0,97867.0
2016-01-06 02:00:00+00:00,4.31,97.3,0.0,-0.0,0.0,331.4,1.59,188.0,97906.0
2016-01-06 03:00:00+00:00,4.34,97.2,0.0,-0.0,0.0,331.8,1.52,183.0,97906.0
2016-01-06 04:00:00+00:00,4.36,97.0,0.0,-0.0,0.0,331.6,1.52,182.0,97886.0
2016-01-06 05:00:00+00:00,4.33,96.75,0.0,-0.0,0.0,329.2,1.66,183.0,97926.0
2016-01-06 06:00:00+00:00,4.27,96.5,0.0,-0.0,0.0,328.0,1.86,185.0,97945.0
2016-01-06 07:00:00+00:00,3.71,95.35,0.0,-0.0,0.0,309.2,1.66,166.0,97965.0
2016-01-06 08:00:00+00:00,3.39,95.4,26.0,11.74,25.0,300.6,1.52,164.0,98014.0
2016-01-06 09:00:00+00:00,3.69,94.4,48.0,0.0,48.0,287.8,1.38,169.0,98073.0
2016-01-06 10:00:00+00:00,4.43,90.1,77.0,0.0,77.0,287.0,1.86,182.0,98092.0
2016-01-06 11:00:00+00:00,4.99,85.75,75.0,0.0,75.0,289.8,2.14,193.0,98083.0
2016-01-06 12:00:00+00:00,5.29,84.6,73.0,0.0,73.0,306.6,1.93,198.0,98063.0
2016-01-06 13:00:00+00:00,5.46,83.4,95.0,16.7,91.0,323.0,2.14,198.0,98092.0
2016-01-06 14:00:00+00:00,5.28,84.85,57.0,19.16,54.0,324.4,1.86,196.0,98102.0
2016-01-06 15:00:00+00:00,5.07,86.15,6.0,0.0,6.0,326.8,1.66,196.0,98141.0
2016-01-06 16:00:00+00:00,4.6,88.55,0.0,-0.0,0.0,318.0,1.52,190.0,98151.0
2016-01-06 17:00:00+00:00,4.38,89.8,0.0,-0.0,0.0,322.0,1.52,190.0,98190.0
2016-01-06 18:00:00+00:00,4.16,90.9,0.0,-0.0,0.0,319.2,1.52,190.0,98220.0
2016-01-06 19:00:00+00:00,4.35,94.15,0.0,-0.0,0.0,323.6,1.52,167.0,98239.0
2016-01-06 20:00:00+00:00,4.21,95.1,0.0,-0.0,0.0,321.4,1.38,162.0,98249.0
2016-01-06 21:00:00+00:00,4.04,96.1,0.0,-0.0,0.0,318.2,1.38,158.0,98249.0
2016-01-06 22:00:00+00:00,3.9,96.8,0.0,-0.0,0.0,316.8,1.38,148.0,98220.0
2016-01-06 23:00:00+00:00,3.68,97.3,0.0,-0.0,0.0,309.8,1.52,146.0,98230.0
2016-01-07 00:00:00+00:00,3.77,97.05,0.0,-0.0,0.0,320.4,1.52,153.0,98239.0
2016-01-07 01:00:00+00:00,3.88,96.25,0.0,-0.0,0.0,325.45,1.66,160.0,98239.0
2016-01-07 02:00:00+00:00,3.92,95.6,0.0,-0.0,0.0,326.2,1.79,165.0,98249.0
2016-01-07 03:00:00+00:00,3.93,95.0,0.0,-0.0,0.0,327.8,1.93,175.0,98249.0
2016-01-07 04:00:00+00:00,3.82,94.75,0.0,-0.0,0.0,324.6,2.0,172.0,98210.0
2016-01-07 05:00:00+00:00,3.57,95.05,0.0,-0.0,0.0,315.2,2.07,161.0,98151.0
2016-01-07 06:00:00+00:00,3.56,94.3,0.0,-0.0,0.0,322.8,2.14,160.0,98141.0
2016-01-07 07:00:00+00:00,2.65,94.4,0.0,-0.0,0.0,282.2,2.14,140.0,98063.0
2016-01-07 08:00:00+00:00,2.49,94.4,30.0,23.2,28.0,276.0,2.21,142.0,98014.0
2016-01-07 09:00:00+00:00,3.01,93.3,79.0,31.52,73.0,264.2,2.28,140.0,97975.0
2016-01-07 10:00:00+00:00,4.04,88.3,127.0,53.53,113.0,269.0,4.0,137.0,97808.0
2016-01-07 11:00:00+00:00,5.03,85.2,172.0,111.89,139.0,264.0,4.07,142.0,97720.0
2016-01-07 12:00:00+00:00,5.46,83.2,77.0,0.0,77.0,286.0,4.14,138.0,97661.0
2016-01-07 13:00:00+00:00,5.76,81.6,25.0,0.0,25.0,299.4,3.86,138.0,97533.0
2016-01-07 14:00:00+00:00,5.58,83.1,44.0,0.0,44.0,303.0,3.79,138.0,97504.0
2016-01-07 15:00:00+00:00,5.12,87.4,14.0,43.84,12.0,317.0,4.76,159.0,97533.0
2016-01-07 16:00:00+00:00,4.25,91.65,0.0,-0.0,0.0,320.6,4.97,167.0,97543.0
2016-01-07 17:00:00+00:00,3.42,95.75,0.0,-0.0,0.0,324.0,4.55,175.0,97553.0
2016-01-07 18:00:00+00:00,3.18,97.2,0.0,-0.0,0.0,324.6,4.14,180.0,97553.0
2016-01-07 19:00:00+00:00,4.2,95.4,0.0,-0.0,0.0,326.6,4.14,198.0,97572.0
2016-01-07 20:00:00+00:00,5.87,89.1,0.0,-0.0,0.0,328.4,5.24,230.0,97602.0
2016-01-07 21:00:00+00:00,6.26,83.6,0.0,-0.0,0.0,331.0,6.07,250.0,97749.0
2016-01-07 22:00:00+00:00,5.68,80.35,0.0,-0.0,0.0,302.2,5.52,254.0,97916.0
2016-01-07 23:00:00+00:00,4.99,78.8,0.0,-0.0,0.0,271.2,4.76,245.0,98043.0
2016-01-08 00:00:00+00:00,4.71,78.2,0.0,-0.0,0.0,280.4,4.69,238.0,98151.0
2016-01-08 01:00:00+00:00,4.15,80.5,0.0,-0.0,0.0,251.8,4.69,236.0,98210.0
2016-01-08 02:00:00+00:00,4.07,81.2,0.0,-0.0,0.0,266.8,4.69,240.0,98288.0
2016-01-08 03:00:00+00:00,3.99,80.5,0.0,-0.0,0.0,268.4,4.55,242.0,98367.0
2016-01-08 04:00:00+00:00,3.98,79.95,0.0,-0.0,0.0,276.8,4.41,240.0,98445.0
2016-01-08 05:00:00+00:00,3.67,81.45,0.0,-0.0,0.0,264.4,4.07,238.0,98475.0
2016-01-08 06:00:00+00:00,3.2,84.1,0.0,-0.0,0.0,248.4,3.86,235.0,98534.0
2016-01-08 07:00:00+00:00,2.72,87.1,0.0,-0.0,0.0,240.4,3.59,229.0,98602.0
2016-01-08 08:00:00+00:00,2.32,89.1,55.0,286.1,30.0,233.6,3.31,222.0,98661.0
2016-01-08 09:00:00+00:00,2.88,88.45,171.0,677.72,41.0,232.0,3.17,217.0,98730.0
2016-01-08 10:00:00+00:00,3.89,85.25,242.0,672.18,65.0,231.8,3.24,217.0,98789.0
2016-01-08 11:00:00+00:00,4.83,80.45,291.0,801.3,53.0,232.8,3.24,222.0,98759.0
2016-01-08 12:00:00+00:00,5.54,76.2,274.0,712.3,67.0,256.6,3.17,222.0,98710.0
2016-01-08 13:00:00+00:00,5.83,74.65,226.0,711.56,52.0,247.8,2.76,215.0,98622.0
2016-01-08 14:00:00+00:00,5.72,76.15,129.0,506.38,47.0,238.4,2.41,202.0,98612.0
2016-01-08 15:00:00+00:00,4.84,81.45,19.0,103.24,14.0,239.6,2.14,186.0,98642.0
2016-01-08 16:00:00+00:00,3.43,87.5,0.0,-0.0,0.0,234.8,2.21,178.0,98632.0
2016-01-08 17:00:00+00:00,2.5,91.6,0.0,-0.0,0.0,241.8,1.93,169.0,98622.0
2016-01-08 18:00:00+00:00,1.37,94.3,0.0,-0.0,0.0,233.8,1.79,153.0,98642.0
2016-01-08 19:00:00+00:00,0.59,93.75,0.0,-0.0,0.0,235.6,1.38,129.0,98642.0
2016-01-08 20:00:00+00:00,0.11,93.95,0.0,-0.0,0.0,236.4,1.31,118.0,98642.0
2016-01-08 21:00:00+00:00,-0.25,94.3,0.0,-0.0,0.0,236.0,1.31,97.0,98622.0
2016-01-08 22:00:00+00:00,-1.44,95.45,0.0,-0.0,0.0,233.8,1.52,85.0,98622.0
2016-01-08 23:00:00+00:00,-1.42,95.0,0.0,-0.0,0.0,230.4,1.31,92.0,98622.0
2016-01-09 00:00:00+00:00,-1.29,94.1,0.0,-0.0,0.0,233.4,1.24,90.0,98602.0
2016-01-09 01:00:00+00:00,-1.56,94.05,0.0,-0.0,0.0,232.6,1.17,89.0,98593.0
2016-01-09 02:00:00+00:00,-1.88,94.6,0.0,-0.0,0.0,238.0,1.17,105.0,98632.0
2016-01-09 03:00:00+00:00,-2.24,95.4,0.0,-0.0,0.0,241.8,1.24,109.0,98651.0
2016-01-09 04:00:00+00:00,-2.23,96.7,0.0,-0.0,0.0,244.4,1.1,115.0,98573.0
2016-01-09 05:00:00+00:00,-2.01,96.55,0.0,-0.0,0.0,245.6,0.97,117.0,98534.0
2016-01-09 06:00:00+00:00,-1.67,96.2,0.0,-0.0,0.0,253.4,0.83,127.0,98553.0
2016-01-09 07:00:00+00:00,-2.08,97.65,0.0,-0.0,0.0,259.6,1.31,171.0,98593.0
2016-01-09 08:00:00+00:00,-1.18,97.75,43.0,112.78,33.0,278.8,0.97,180.0,98602.0
2016-01-09 09:00:00+00:00,-0.13,97.8,99.0,82.73,83.0,268.8,0.69,164.0,98612.0
2016-01-09 10:00:00+00:00,1.12,95.9,160.0,139.5,123.0,276.6,0.76,142.0,98622.0
2016-01-09 11:00:00+00:00,2.07,94.2,292.0,788.72,56.0,283.4,0.97,146.0,98544.0
2016-01-09 12:00:00+00:00,2.99,92.25,144.0,51.18,129.0,274.8,1.17,156.0,98504.0
2016-01-09 13:00:00+00:00,3.42,91.55,104.0,24.27,98.0,272.0,1.31,164.0,98475.0
2016-01-09 14:00:00+00:00,3.69,90.9,58.0,12.14,56.0,267.2,1.31,156.0,98455.0
2016-01-09 15:00:00+00:00,3.27,92.7,9.0,0.0,9.0,260.0,1.38,144.0,98455.0
2016-01-09 16:00:00+00:00,2.47,95.8,0.0,-0.0,0.0,273.2,1.66,144.0,98436.0
2016-01-09 17:00:00+00:00,1.79,96.95,0.0,-0.0,0.0,262.4,1.79,152.0,98387.0
2016-01-09 18:00:00+00:00,1.26,97.8,0.0,-0.0,0.0,265.0,1.72,153.0,98347.0
2016-01-09 19:00:00+00:00,1.25,99.1,0.0,-0.0,0.0,282.0,1.72,148.0,98288.0
2016-01-09 20:00:00+00:00,2.04,98.2,0.0,-0.0,0.0,317.4,1.66,147.0,98249.0
2016-01-09 21:00:00+00:00,2.34,97.65,0.0,-0.0,0.0,307.4,1.72,143.0,98190.0
2016-01-09 22:00:00+00:00,3.19,96.6,0.0,-0.0,0.0,328.2,1.79,147.0,98161.0
2016-01-09 23:00:00+00:00,3.77,95.95,0.0,-0.0,0.0,325.0,2.14,150.0,98122.0
2016-01-10 00:00:00+00:00,4.34,95.5,0.0,-0.0,0.0,329.8,2.48,155.0,98024.0
2016-01-10 01:00:00+00:00,4.57,95.4,0.0,-0.0,0.0,314.85,2.55,159.0,97965.0
2016-01-10 02:00:00+00:00,4.42,95.15,0.0,-0.0,0.0,299.6,2.62,156.0,97906.0
2016-01-10 03:00:00+00:00,4.46,94.2,0.0,-0.0,0.0,304.8,2.76,160.0,97808.0
2016-01-10 04:00:00+00:00,4.44,93.05,0.0,-0.0,0.0,300.8,3.03,165.0,97710.0
2016-01-10 05:00:00+00:00,4.78,92.2,0.0,-0.0,0.0,315.2,3.52,168.0,97671.0
2016-01-10 06:00:00+00:00,5.22,92.4,0.0,-0.0,0.0,316.6,4.07,180.0,97651.0
2016-01-10 07:00:00+00:00,5.55,92.55,0.0,-0.0,0.0,314.8,4.28,195.0,97680.0
2016-01-10 08:00:00+00:00,6.09,91.25,6.0,0.0,6.0,325.8,4.34,199.0,97700.0
2016-01-10 09:00:00+00:00,6.19,90.0,147.0,374.13,74.0,288.0,4.28,205.0,97739.0
2016-01-10 10:00:00+00:00,6.77,87.4,193.0,280.64,118.0,287.0,4.14,212.0,97759.0
2016-01-10 11:00:00+00:00,7.4,84.9,279.0,656.63,81.0,297.8,3.86,216.0,97788.0
2016-01-10 12:00:00+00:00,7.72,82.7,163.0,87.94,137.0,286.0,3.38,212.0,97778.0
2016-01-10 13:00:00+00:00,7.87,82.15,155.0,163.99,114.0,288.8,3.38,204.0,97749.0
2016-01-10 14:00:00+00:00,7.72,81.5,119.0,339.89,62.0,276.2,3.24,201.0,97710.0
2016-01-10 15:00:00+00:00,7.04,83.3,10.0,0.0,10.0,284.2,2.83,185.0,97671.0
2016-01-10 16:00:00+00:00,6.03,88.05,0.0,-0.0,0.0,290.6,2.83,167.0,97631.0
2016-01-10 17:00:00+00:00,5.71,89.65,0.0,-0.0,0.0,297.2,3.45,168.0,97602.0
2016-01-10 18:00:00+00:00,5.76,89.25,0.0,-0.0,0.0,311.4,3.93,175.0,97572.0
2016-01-10 19:00:00+00:00,5.84,91.25,0.0,-0.0,0.0,330.6,4.28,189.0,97602.0
2016-01-10 20:00:00+00:00,5.7,93.05,0.0,-0.0,0.0,334.2,4.14,199.0,97592.0
2016-01-10 21:00:00+00:00,5.61,94.1,0.0,-0.0,0.0,334.8,3.86,210.0,97602.0
2016-01-10 22:00:00+00:00,5.55,93.85,0.0,-0.0,0.0,335.2,3.66,216.0,97631.0
2016-01-10 23:00:00+00:00,5.48,92.9,0.0,-0.0,0.0,332.8,3.66,217.0,97671.0
2016-01-11 00:00:00+00:00,5.48,91.55,0.0,-0.0,0.0,333.0,3.38,216.0,97631.0
2016-01-11 01:00:00+00:00,5.33,91.7,0.0,-0.0,0.0,322.45,2.97,209.0,97651.0
2016-01-11 02:00:00+00:00,5.31,92.25,0.0,-0.0,0.0,327.4,2.76,197.0,97622.0
2016-01-11 03:00:00+00:00,5.04,93.6,0.0,-0.0,0.0,318.0,2.48,181.0,97533.0
2016-01-11 04:00:00+00:00,5.02,93.95,0.0,-0.0,0.0,323.2,2.76,180.0,97465.0
2016-01-11 05:00:00+00:00,4.73,94.65,0.0,-0.0,0.0,313.2,2.14,161.0,97406.0
2016-01-11 06:00:00+00:00,4.59,95.0,0.0,-0.0,0.0,320.2,1.93,143.0,97317.0
2016-01-11 07:00:00+00:00,4.74,95.5,0.0,-0.0,0.0,329.6,2.21,154.0,97288.0
2016-01-11 08:00:00+00:00,4.76,95.05,14.0,0.0,14.0,326.8,2.28,156.0,97278.0
2016-01-11 09:00:00+00:00,5.02,93.65,94.0,55.85,83.0,323.8,2.41,163.0,97268.0
2016-01-11 10:00:00+00:00,5.25,92.15,75.0,0.0,75.0,314.6,3.24,176.0,97298.0
2016-01-11 11:00:00+00:00,5.02,92.7,88.0,0.0,88.0,303.6,3.66,182.0,97259.0
2016-01-11 12:00:00+00:00,4.46,95.6,94.0,0.0,94.0,307.0,3.17,182.0,97141.0
2016-01-11 13:00:00+00:00,3.67,98.4,69.0,0.0,69.0,325.2,2.48,172.0,97062.0
