,time,P,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,price_per_kwh,dishwasher,ev,freezer,grid export,grid import,heat pump,pv,refrigerator,washing machine,total energy consumption,energy balance
475,01-20 19:10:00,0.0,0.0,0.0,0.0,0.0,7.194375,4.43125,0.0,0.26706,51.236,1260.2080833333332,199.38375,9740.067333333332,5766.059416666667,1666.1704166666666,12615.015333333335,12.227666666666666,56.4415,3245.667416666667,8641.007416666667
476,01-20 20:10:00,0.0,0.0,0.0,0.0,0.0,6.8306249999999995,4.569375,0.0,0.26706,51.237833333333334,1260.7955,199.40008333333333,9740.067333333332,5767.81625,1666.8185833333334,12615.015333333335,12.235666666666667,56.442499999999995,3246.930166666667,8642.76425
477,01-20 21:10:00,0.0,0.0,0.0,0.0,0.0,6.55375,4.5600000000000005,0.0,0.20458,51.23908333333333,1261.1995,199.41075,9740.067333333332,5769.395916666667,1667.4964166666666,12615.015333333335,12.239333333333335,56.44316666666666,3248.02825,8644.343916666667
478,01-20 22:10:00,0.0,0.0,0.0,0.0,0.0,6.3675,4.53375,0.0,0.20458,51.239666666666665,1261.3696666666667,199.42441666666664,9740.067333333332,5770.83625,1668.1324166666666,12615.015333333335,12.2435,56.443666666666665,3248.853333333334,8645.78425
479,01-20 23:10:00,0.0,0.0,0.0,0.0,0.0,6.1675,4.504375,0.0,0.20458,51.239666666666665,1261.3766666666668,199.43733333333333,9740.067333333332,5772.07225,1668.8039166666667,12615.015333333335,12.251,56.443666666666665,3249.55225,8647.02025
480,01-21 00:10:00,0.0,0.0,0.0,0.0,0.0,6.0268749999999995,4.4525,0.0,0.20458,51.239666666666665,1261.3766666666668,199.44975,9740.067333333332,5773.17625,1669.5333333333335,12615.015333333335,12.252,56.443666666666665,3250.295083333334,8648.12425
481,01-21 01:10:00,0.0,0.0,0.0,0.0,0.0,5.730625,4.379375,0.0,0.20458,51.239666666666665,1261.3766666666668,199.46508333333335,9740.067333333332,5774.4675,1670.4288333333334,12615.015333333335,12.26175,56.443666666666665,3251.215666666667,8649.415500000001
482,01-21 02:10:00,0.0,0.0,0.0,0.0,0.0,5.56625,4.33625,0.0,0.20458,51.239666666666665,1261.3766666666668,199.47558333333333,9740.067333333332,5775.5439166666665,1671.0874166666665,12615.015333333335,12.262333333333332,56.443666666666665,3251.8853333333336,8650.491916666668
483,01-21 03:10:00,0.0,0.0,0.0,0.0,0.0,5.388125,4.4556249999999995,0.0,0.20458,51.239666666666665,1261.3766666666668,199.49033333333333,9740.067333333332,5776.638750000001,1671.6925833333335,12615.015333333335,12.270166666666666,56.443666666666665,3252.5130833333333,8651.58675
484,01-21 04:10:00,0.0,0.0,0.0,0.0,0.0,5.325,4.288125,0.0,0.20458,51.239666666666665,1261.3766666666668,199.50266666666667,9740.067333333332,5777.700416666667,1672.374,12615.015333333335,12.273333333333333,56.443666666666665,3253.2100000000005,8652.648416666667
485,01-21 05:10:00,0.0,0.0,0.0,0.0,0.0,5.158125,4.22875,0.0,0.20458,51.239666666666665,1261.3766666666668,199.51608333333334,9740.067333333332,5778.743166666667,1673.0674999999999,12615.015333333335,12.27725,56.443666666666665,3253.9208333333336,8653.691166666666
486,01-21 06:10:00,0.0,0.0,0.0,0.0,0.0,4.9325,4.41,0.0,0.20458,51.239666666666665,1261.3766666666668,199.53,9740.067333333332,5779.971666666667,1673.8430833333332,12615.015333333335,12.284666666666666,56.443666666666665,3254.7177500000003,8654.919666666667
487,01-21 07:10:00,0.0,0.0,0.0,0.0,0.0,4.765625,4.5775,0.0,0.20458,51.239749999999994,1261.3766666666668,199.54116666666667,9740.067333333332,5781.577583333333,1674.7825,12615.063333333334,12.28575,56.443666666666665,3255.6695,8656.573583333333
488,01-21 08:10:00,0.0,0.0,0.0,0.0,0.0,4.680625,4.608125,0.0,0.20458,51.24,1261.3766666666668,199.55733333333333,9740.068333333333,5782.659833333334,1675.48325,12615.519916666666,12.295250000000001,56.443666666666665,3256.396166666667,8658.111416666667
489,01-21 09:10:00,168.69375,33.894999999999996,10.52125,0.296875,2.3275,4.74625,4.668125,0.0,0.26706,51.24,1261.3766666666668,199.56925,9740.114833333333,5783.775416666666,1676.36675,12616.306916666666,12.295666666666667,56.443666666666665,3257.292,8659.967499999999
490,01-21 10:10:00,1103.1675,144.843125,75.773125,2.238125,9.853125,5.228125,4.87125,0.0,0.26706,51.24,1261.3889166666668,199.58425,9740.198666666667,5785.17175,1677.2995,12617.755,12.303833333333332,56.443666666666665,3258.260166666667,8662.728083333333
491,01-21 11:10:00,1817.74875,250.259375,110.045,3.98875,16.8,6.23125,5.004375,0.0,0.26706,51.24,1261.7796666666666,199.59699999999998,9740.519833333334,5786.641166666667,1678.0681666666667,12619.096833333335,12.307,56.443666666666665,3259.4355,8665.218166666667
492,01-21 12:10:00,1905.3,250.7625,133.54125,4.827500000000001,21.03,7.025625000000001,5.224375,0.0,0.26706,51.24,1262.0168333333334,199.60891666666666,9741.900583333334,5787.182250000001,1678.8281666666664,12621.113166666668,12.313166666666667,56.443666666666665,3260.45075,8666.394833333334
493,01-21 13:10:00,2199.99,308.6875,138.491875,5.4087499999999995,22.78,7.609375,5.47375,0.0,0.26706,51.24008333333333,1262.037,199.62475000000003,9743.857333333333,5787.66975,1679.5060833333334,12623.977083333333,12.319,56.49391666666666,3261.2208333333333,8667.7895
494,01-21 14:10:00,2041.51875,258.181875,150.775625,5.09375,20.475,7.91125,5.504375,0.0,0.26706,51.240583333333326,1262.433,199.63683333333333,9745.77375,5788.624333333333,1680.0709166666666,12626.321333333333,12.323583333333334,56.73891666666666,3262.4438333333333,8669.171916666666
495,01-21 15:10:00,1587.3,195.264375,122.87,3.919375,17.184375,8.195,5.4475,0.0,0.26706,51.24066666666667,1262.7905,199.65133333333333,9746.512416666666,5789.564916666666,1680.6194166666667,12627.325666666666,12.331333333333333,56.77325,3263.4064999999996,8670.378166666667
496,01-21 16:10:00,1341.73875,178.87625,91.003125,2.77875,12.62,8.24625,5.3706249999999995,0.0,0.26706,51.24066666666667,1262.9649166666668,199.66275,9746.521,5790.6325,1681.1874166666666,12627.390416666667,12.333833333333333,56.787,3264.1765833333334,8671.501916666666
497,01-21 17:10:00,438.0075,64.400625,33.1825,0.835,5.19,8.168125,5.180625,0.0,0.26706,51.24066666666667,1263.0246666666667,199.67566666666667,9746.521,5791.7714166666665,1681.7983333333334,12627.390666666666,12.345416666666665,56.787,3264.87175,8672.641083333334
498,01-21 18:10:00,0.0,0.0,0.0,0.0,0.0,7.8625,4.961875,0.0,0.26706,51.24066666666667,1263.0246666666667,199.69025,9746.521,5793.478166666667,1682.7134999999998,12627.390666666666,12.345999999999998,56.787,3265.8020833333335,8674.347833333333
499,01-21 19:10:00,0.0,0.0,0.0,0.0,0.0,7.58125,4.845,0.0,0.26706,51.24066666666667,1263.0246666666667,199.70108333333334,9746.521,5795.082583333333,1683.6094999999998,12627.390666666666,12.356916666666669,56.787,3266.719833333333,8675.95225
500,01-21 20:10:00,0.0,0.0,0.0,0.0,0.0,7.41625,4.87125,0.0,0.26706,51.24066666666667,1263.0246666666667,199.71633333333332,9746.521,5796.44325,1684.24075,12627.390666666666,12.36,56.787,3267.3694166666664,8677.312916666668
501,01-21 21:10:00,0.0,0.0,0.0,0.0,0.0,7.2525,5.034375,0.0,0.20458,51.24066666666667,1263.0246666666667,199.72691666666665,9746.521,5797.725916666666,1684.829,12627.390666666666,12.366,56.787,3267.9742499999998,8678.595583333334
502,01-21 22:10:00,0.0,0.0,0.0,0.0,0.0,7.131875,5.1937500000000005,0.0,0.20458,51.24066666666667,1263.0246666666667,199.74075000000002,9746.521,5798.868416666667,1685.4195,12627.390666666666,12.374,56.787,3268.5865833333332,8679.738083333332
503,01-21 23:10:00,0.0,0.0,0.0,0.0,0.0,6.9593750000000005,5.28375,0.0,0.20458,51.24066666666667,1263.0246666666667,199.75466666666668,9746.521,5799.958750000001,1686.0593333333334,12627.390666666666,12.376,56.787,3269.242333333333,8680.828416666665
504,01-22 00:10:00,0.0,0.0,0.0,0.0,0.0,6.9662500000000005,5.3325,0.0,0.20458,51.24066666666667,1263.0246666666667,199.76658333333333,9746.521,5801.097166666666,1686.6453333333332,12627.390666666666,12.385666666666665,56.787,3269.849916666666,8681.966833333334
505,01-22 01:10:00,0.0,0.0,0.0,0.0,0.0,6.908125,5.3306249999999995,0.0,0.20458,51.24066666666667,1263.0246666666667,199.78133333333332,9746.521,5802.151666666668,1687.3194166666665,12627.390666666666,12.386000000000001,56.787,3270.539083333333,8683.021333333332
506,01-22 02:10:00,0.0,0.0,0.0,0.0,0.0,6.865,5.266875000000001,0.0,0.20458,51.24066666666667,1263.0246666666667,199.7925,9746.521,5803.3605,1688.1643333333334,12627.390666666666,12.395499999999998,56.787,3271.404666666667,8684.230166666666
507,01-22 03:10:00,0.0,0.0,0.0,0.0,0.0,6.800625,5.2456249999999995,0.0,0.20458,51.24066666666667,1263.0246666666667,199.809,9746.521,5804.373666666666,1688.8156666666666,12627.390666666666,12.396666666666667,56.787,3272.0736666666667,8685.243333333334
508,01-22 04:10:00,0.0,0.0,0.0,0.0,0.0,6.749375,5.301875,0.0,0.20458,51.24066666666667,1263.0246666666667,199.82066666666665,9746.521,5805.483166666666,1689.45425,12627.390666666666,12.4035,56.787,3272.73075,8686.352833333332
509,01-22 05:10:00,0.0,0.0,0.0,0.0,0.0,6.565,5.266875,0.0,0.20458,51.24066666666667,1263.0246666666667,199.83291666666665,9746.521,5806.540166666667,1690.0435,12627.390666666666,12.407666666666666,56.787,3273.3364166666665,8687.409833333333
510,01-22 06:10:00,0.0,0.0,0.0,0.0,0.0,6.43625,5.26625,0.0,0.20458,51.24066666666667,1263.0246666666667,199.84550000000002,9746.521,5807.913833333333,1690.84025,12627.390666666666,12.411083333333332,56.787,3274.1491666666666,8688.7835
511,01-22 07:10:00,0.0,0.0,0.0,0.0,0.0,6.355,5.20625,0.0,0.20458,51.24066666666667,1263.0246666666667,199.85691666666665,9746.521,5809.30125,1691.6336666666666,12627.442833333334,12.418999999999999,56.787,3274.9619166666666,8690.223083333332
512,01-22 08:10:00,0.0,0.0,0.0,0.0,0.0,6.22,5.090625,0.0,0.20458,51.24066666666667,1263.0246666666667,199.87275,9746.538666666667,5810.173833333333,1692.2831666666668,12627.955333333333,12.4195,56.787,3275.6277499999997,8691.5905
513,01-22 09:10:00,169.41750000000002,33.556875,11.859375,0.333125,2.625,6.259375,4.934375,0.0,0.26706,51.24066666666667,1263.0246666666667,199.88358333333335,9746.654416666666,5811.1535,1693.0633333333333,12628.902833333334,12.428916666666666,56.787,3276.4281666666666,8693.401916666668
514,01-22 10:10:00,998.3025,121.580625,80.48125,2.281875,10.67,6.56875,4.943125,0.0,0.26706,51.26958333333334,1263.0246666666667,199.89758333333336,9746.905333333334,5812.0045,1693.7369166666667,12630.6065,12.43,56.787,3277.1457499999997,8695.705666666667
515,01-22 11:10:00,1526.7225,209.335,95.490625,3.49,16.98,7.145,4.988125,0.0,0.26706,51.45249999999999,1263.0249166666665,199.91058333333334,9747.686333333333,5813.127583333334,1694.5675,12632.53725,12.437666666666667,56.78758333333334,3278.18075,8697.9785
516,01-22 12:10:00,1490.12625,186.235625,114.603125,3.8975,19.903125,7.78,5.000625,0.0,0.26706,51.48,1263.1850000000002,199.92274999999998,9748.689916666668,5814.224416666667,1695.3261666666667,12634.97425,12.441,56.86541666666667,3279.220333333333,8700.508749999999
517,01-22 13:10:00,1571.0925,195.95125000000002,122.636875,4.21625,21.5625,8.26375,5.0,0.0,0.26706,51.48225,1263.9305833333333,199.93766666666667,9749.685083333332,5814.969249999999,1695.854583333333,12637.715583333333,12.450833333333334,56.98316666666667,3280.639083333333,8702.99975
518,01-22 14:10:00,1456.25625,162.9525,131.209375,4.045625,20.690625,8.6875,5.055625,0.0,0.26706,51.54791666666667,1264.3760833333333,199.94875000000002,9750.535,5815.636416666667,1696.3714166666668,12639.885,12.454,57.01408333333333,3281.71225,8704.986416666667
519,01-22 15:10:00,1436.7,175.155625,115.018125,3.639375,17.4,8.94875,4.87875,0.0,0.26706,51.73866666666667,1264.4393333333335,199.96425,9750.908,5816.7108333333335,1697.2079166666665,12640.821916666668,12.463250000000002,57.024333333333324,3282.83775,8706.62475
520,01-22 16:10:00,1161.4125,140.205,94.208125,2.645625,12.046875,8.979375000000001,4.720625,0.0,0.26706,51.73933333333333,1264.4393333333335,199.9775,9750.917666666666,5818.0335000000005,1698.1274999999998,12640.887333333332,12.466000000000001,57.024333333333324,3283.774,8708.003166666667
521,01-22 17:10:00,500.01374999999996,76.018125,33.24875,0.859375,4.7425,8.806875,4.578125,0.0,0.26706,51.73933333333333,1264.4393333333335,199.98983333333334,9750.917666666666,5819.045666666666,1698.6090833333335,12640.887333333332,12.474666666666666,57.024333333333324,3284.2765833333337,8709.015333333335
522,01-22 18:10:00,0.0,0.0,0.0,0.0,0.0,8.205,4.325,0.0,0.26706,51.73933333333333,1264.4393333333335,200.00391666666667,9750.917666666666,5820.0751666666665,1698.9725833333332,12640.887333333332,12.478666666666667,57.024333333333324,3284.6581666666666,8710.044833333333
523,01-22 19:10:00,0.0,0.0,0.0,0.0,0.0,7.762499999999999,4.180625,0.0,0.26706,51.73933333333333,1264.4393333333335,200.01424999999998,9750.917666666666,5821.201083333333,1699.5725833333333,12640.887333333332,12.48375,57.024333333333324,3285.273583333333,8711.170750000001
524,01-22 20:10:00,0.0,0.0,0.0,0.0,0.0,7.37375,4.033125,0.0,0.26706,51.73933333333333,1264.4393333333335,200.03058333333334,9750.917666666666,5822.398833333333,1700.2144166666667,12640.887333333332,12.490333333333332,57.024333333333324,3285.9383333333335,8712.3685
525,01-22 21:10:00,0.0,0.0,0.0,0.0,0.0,7.135,4.0525,0.0,0.20458,51.73933333333333,1264.4393333333335,200.04225,9750.917666666666,5823.593083333333,1700.81275,12640.887333333332,12.492750000000001,57.024333333333324,3286.55075,8713.562750000001
526,01-22 22:10:00,0.0,0.0,0.0,0.0,0.0,6.94125,4.13,0.0,0.20458,51.73933333333333,1264.4393333333335,200.056,9750.917666666666,5824.87625,1701.4231666666667,12640.887333333332,12.502833333333333,57.024333333333324,3287.185,8714.845916666667
527,01-22 23:10:00,0.0,0.0,0.0,0.0,0.0,6.7325,4.111875,0.0,0.20458,51.73933333333333,1264.4393333333335,200.06833333333336,9750.917666666666,5825.988,1702.0599166666668,12640.887333333332,12.503,57.024333333333324,3287.83425,8715.957666666667
528,01-23 00:10:00,0.0,0.0,0.0,0.0,0.0,6.604375,4.27625,0.0,0.20458,51.73933333333333,1264.4393333333335,200.08075,9750.917666666666,5826.973000000001,1702.6550833333333,12640.887333333332,12.512583333333334,57.024333333333324,3288.451416666667,8716.942666666668
529,01-23 01:10:00,0.0,0.0,0.0,0.0,0.0,6.504375,4.3925,0.0,0.20458,51.73933333333333,1264.4393333333335,200.09633333333332,9750.917666666666,5827.942333333333,1703.2443333333333,12640.887333333332,12.514333333333333,57.024333333333324,3289.0579999999995,8717.912
530,01-23 02:10:00,0.0,0.0,0.0,0.0,0.0,6.411875,4.358125,0.0,0.20458,51.73933333333333,1264.4393333333335,200.10625000000002,9750.917666666666,5829.086,1703.8424166666666,12640.887333333332,12.520166666666666,57.024333333333324,3289.6718333333333,8719.055666666667
531,01-23 03:10:00,0.0,0.0,0.0,0.0,0.0,6.153125,4.4125,0.0,0.20458,51.73933333333333,1264.4393333333335,200.1215,9750.917666666666,5830.048333333333,1704.4534166666665,12640.887333333332,12.525666666666666,57.024333333333324,3290.303583333333,8720.018000000002
532,01-23 04:10:00,0.0,0.0,0.0,0.0,0.0,6.17375,4.543125,0.0,0.20458,51.73933333333333,1264.4393333333335,200.13400000000001,9750.917666666666,5830.994,1705.0523333333333,12640.887333333332,12.527499999999998,57.024333333333324,3290.916833333333,8720.963666666668
533,01-23 05:10:00,0.0,0.0,0.0,0.0,0.0,6.0925,4.6075,0.0,0.20458,51.73933333333333,1264.4393333333335,200.14858333333333,9750.917666666666,5831.981166666667,1705.6785,12640.887333333332,12.536916666666665,57.024333333333324,3291.5669999999996,8721.950833333334
534,01-23 06:10:00,0.0,0.0,0.0,0.0,0.0,5.945,4.84375,0.0,0.20458,51.73933333333333,1264.4393333333335,200.1620833333333,9750.917666666666,5833.423166666667,1706.4004166666666,12640.887333333332,12.536999999999999,57.024333333333324,3292.3025,8723.392833333333
535,01-23 07:10:00,0.0,0.0,0.0,0.0,0.0,5.909375,4.944375,0.0,0.20458,51.73933333333333,1264.4393333333335,200.17416666666668,9750.921833333334,5834.913333333333,1707.4559166666668,12640.937666666667,12.545083333333332,57.024333333333324,3293.378166666667,8724.929166666667
536,01-23 08:10:00,0.0,0.0,0.0,0.0,0.0,5.729375,4.969375,0.0,0.20458,51.73933333333333,1264.4395833333333,200.18983333333335,9751.002666666667,5836.211333333333,1708.3787499999999,12641.482916666666,12.548,57.024333333333324,3294.319833333333,8726.691583333333
537,01-23 09:10:00,164.77125,31.482499999999998,12.330625,0.341875,2.5812500000000003,5.6125,4.86625,0.0,0.26706,51.73933333333333,1264.4396666666664,200.2035,9751.215833333334,5837.241999999999,1709.0085833333333,12642.506583333334,12.551916666666665,57.024333333333324,3294.9673333333335,8728.53275
538,01-23 10:10:00,899.72625,118.766875,63.134375,1.95,10.1625,5.716875,5.133125,0.0,0.26706,51.73933333333333,1264.4396666666664,200.21733333333336,9751.614416666667,5837.85925,1709.5788333333333,12644.322583333333,12.559666666666667,57.024333333333324,3295.5591666666664,8730.567416666667
539,01-23 11:10:00,1239.2325,150.0275,98.34,3.18125,16.096875,6.246875,5.249375,0.0,0.26706,51.73933333333333,1264.5000833333331,200.23058333333333,9752.108166666667,5838.636916666666,1710.4636666666665,12645.9775,12.5605,57.02441666666667,3296.518583333333,8732.50625
540,01-23 12:10:00,1851.4875,229.36375,139.946875,4.734375,20.109375,6.948125,5.44375,0.0,0.26706,51.73933333333333,1264.9525833333332,200.24175,9753.087,5839.744833333333,1711.0557499999998,12647.80525,12.570250000000001,57.0255,3297.5851666666663,8734.463083333334
541,01-23 13:10:00,1945.8,250.094375,140.963125,5.03,21.778125,7.510625,5.546875,0.0,0.26706,51.73983333333334,1265.5925833333333,200.25750000000002,9753.9375,5840.987416666667,1711.5566666666666,12649.69175,12.571,57.17966666666666,3298.89725,8736.741666666667
542,01-23 14:10:00,1874.29875,239.635625,137.656875,4.818125,20.915625,7.893125,5.42125,0.0,0.26706,51.74183333333334,1266.4746666666667,200.26908333333333,9754.692583333333,5842.3533333333335,1712.1333333333332,12651.004500000001,12.580583333333331,57.486333333333334,3300.685833333333,8738.66525
543,01-23 15:10:00,1626.65625,206.076875,120.068125,3.959375,17.625,8.11625,5.30625,0.0,0.26706,51.743500000000004,1267.3523333333333,200.28416666666666,9754.849333333334,5843.769,1712.63275,12651.480833333333,12.584666666666665,57.548249999999996,3302.145666666667,8740.4005
544,01-23 16:10:00,1285.90875,167.389375,90.6275,2.745,12.2625,8.094375,4.96625,0.0,0.26706,51.74425,1268.1767499999999,200.297,9754.850333333334,5845.717666666666,1713.4060833333333,12651.576583333333,12.5875,57.56966666666667,3303.78125,8742.443916666665
545,01-23 17:10:00,547.34625,80.21375,38.125625,0.954375,5.2875,7.935,4.5475,0.0,0.26706,51.74433333333334,1268.8380833333333,200.30991666666668,9754.850333333334,5847.688333333333,1714.1245833333332,12651.577666666666,12.595833333333331,57.56966666666667,3305.1824166666665,8744.415666666666
546,01-23 18:10:00,0.0,0.0,0.0,0.0,0.0,7.51625,4.283125,0.0,0.26706,51.74433333333334,1269.1565,200.326,9754.850333333334,5849.487166666667,1714.6905,12651.577666666666,12.59775,57.56966666666667,3306.0847500000004,8746.2145
547,01-23 19:10:00,0.0,0.0,0.0,0.0,0.0,7.180625,4.228125,0.0,0.26706,51.74433333333334,1269.2985833333335,200.337,9754.850333333334,5850.959333333333,1715.3245,12651.577666666666,12.607750000000001,57.56966666666667,3306.8818333333334,8747.686666666666
548,01-23 20:10:00,0.0,0.0,0.0,0.0,0.0,6.836875,4.090625,0.0,0.26706,51.74433333333334,1269.3523333333333,200.35125000000002,9754.850333333334,5852.487083333333,1716.1212500000001,12651.577666666666,12.608083333333333,57.56966666666667,3307.746916666667,8749.214416666666
549,01-23 21:10:00,0.0,0.0,0.0,0.0,0.0,6.541875,4.275625,0.0,0.20458,51.74433333333334,1269.3523333333333,200.36316666666667,9754.850333333334,5853.763,1716.6778333333332,12651.577666666666,12.617750000000001,57.56966666666667,3308.325083333333,8750.490333333333
550,01-23 22:10:00,0.0,0.0,0.0,0.0,0.0,6.31125,4.3575,0.0,0.20458,51.74433333333334,1269.3523333333333,200.37741666666668,9754.850333333334,5855.019,1717.2693333333334,12651.577666666666,12.619333333333332,57.56966666666667,3308.9324166666665,8751.746333333333
551,01-23 23:10:00,0.0,0.0,0.0,0.0,0.0,6.099375,4.344375,0.0,0.20458,51.744499999999995,1269.3523333333333,200.3905,9754.850333333334,5856.017916666667,1717.8225,12651.577666666666,12.6265,57.56966666666667,3309.506,8752.745249999998
552,01-24 00:10:00,0.0,0.0,0.0,0.0,0.0,5.98,4.38875,0.0,0.20458,51.74466666666667,1269.3523333333333,200.40200000000002,9754.850333333334,5856.97175,1718.4213333333335,12651.577666666666,12.631,57.56966666666667,3310.1210000000005,8753.699083333333
553,01-24 01:10:00,0.0,0.0,0.0,0.0,0.0,5.86375,4.345,0.0,0.20458,51.74466666666667,1269.3523333333333,200.41774999999998,9754.850333333334,5857.9518333333335,1718.9959166666667,12651.577666666666,12.63425,57.56966666666667,3310.714583333334,8754.679166666667
554,01-24 02:10:00,0.0,0.0,0.0,0.0,0.0,5.69875,4.443125,0.0,0.20458,51.74466666666667,1269.3523333333333,200.43075,9754.850333333334,5859.089666666667,1719.5995833333334,12651.577666666666,12.642000000000001,57.56966666666667,3311.339,8755.817
555,01-24 03:10:00,0.0,0.0,0.0,0.0,0.0,5.62,4.293125,0.0,0.20458,51.74466666666667,1269.3523333333333,200.44525,9754.850333333334,5859.994,1720.1564166666667,12651.577666666666,12.642583333333334,57.56966666666667,3311.910916666667,8756.721333333333
556,01-24 04:10:00,0.0,0.0,0.0,0.0,0.0,5.54,4.12375,0.0,0.20458,51.74466666666667,1269.3523333333333,200.458,9754.850333333334,5860.98425,1720.7880833333331,12651.577666666666,12.652166666666668,57.56966666666667,3312.5649166666667,8757.711583333332
557,01-24 05:10:00,0.0,0.0,0.0,0.0,0.0,5.539375,4.034375,0.0,0.20458,51.74466666666667,1269.3523333333333,200.46933333333334,9754.850333333334,5861.884916666667,1721.3455000000001,12651.577666666666,12.653,57.56966666666667,3313.1345,8758.61225
558,01-24 06:10:00,0.0,0.0,0.0,0.0,0.0,5.4875,4.205625,0.0,0.20458,51.74466666666667,1269.3523333333333,200.48416666666665,9754.850333333334,5863.458333333333,1722.14125,12651.577666666666,12.660083333333333,57.56966666666667,3313.9521666666665,8760.185666666666
559,01-24 07:10:00,0.0,0.0,0.0,0.0,0.0,5.45125,4.35375,0.0,0.20458,51.74466666666667,1269.3523333333333,200.495,9754.862333333333,5864.944166666667,1723.131,12651.62825,12.664,57.56966666666667,3314.956666666667,8761.710083333333
560,01-24 08:10:00,0.0,0.0,0.0,0.0,0.0,5.26875,4.344375,0.0,0.20458,51.74466666666667,1269.3523333333333,200.50891666666666,9755.18575,5866.286749999999,1724.2133333333331,12652.114500000001,12.667250000000001,57.56966666666667,3316.0561666666667,8763.2155
561,01-24 09:10:00,135.435,24.691875,13.465,0.36,2.90625,5.176875,4.335625,0.0,0.26706,51.74466666666667,1269.3524166666666,200.52083333333334,9756.115166666666,5867.125083333332,1725.0020833333335,12653.017,12.674999999999999,57.56966666666667,3316.864666666667,8764.026916666666
562,01-24 10:10:00,820.2825,97.316875,70.74375,2.02,11.01,5.5649999999999995,4.356875,0.0,0.26706,51.74466666666667,1269.3526666666667,200.53475,9757.439416666666,5867.653333333333,1725.6104166666667,12654.7715,12.675916666666666,57.56966666666667,3317.4880833333336,8764.985416666666
563,01-24 11:10:00,1548.1575,188.51375,119.809375,3.8668750000000003,17.37,6.3925,4.315,0.0,0.26706,51.745000000000005,1269.49325,200.54941666666664,9758.813166666667,5868.393749999999,1726.2375833333333,12656.144,12.685416666666667,57.56975,3318.280416666667,8765.724583333335
564,01-24 12:10:00,1931.6399999999999,255.983125,133.67625,4.85625,21.67,7.146875,4.54375,0.0,0.26706,51.749249999999996,1269.9795833333335,200.56308333333334,9760.05625,5869.42675,1726.8563333333332,12657.475166666665,12.686,57.5705,3319.40475,8766.845666666666
565,01-24 13:10:00,2036.8087500000001,269.5775,145.05,5.281874999999999,23.47,7.765,4.701875,0.0,0.26706,51.942083333333336,1270.1425,200.57674999999998,9761.685583333334,5870.317166666667,1727.50575,12659.018250000001,12.695416666666668,57.571333333333335,3320.433833333333,8767.649833333335
566,01-24 14:10:00,1949.77875,269.964375,127.884375,4.86,21.15,8.274375,4.706875,0.0,0.26706,52.011,1270.143,200.59050000000002,9762.92375,5871.362166666667,1728.43675,12660.1345,12.697666666666668,57.571666666666665,3321.4505833333333,8768.572916666666
567,01-24 15:10:00,1467.07125,193.42125,106.723125,3.63,19.05,8.479375000000001,4.6025,0.0,0.26706,52.011,1270.3094166666667,200.60216666666668,9763.179166666667,5872.3350833333325,1729.0552500000001,12660.583166666665,12.704583333333334,57.572,3322.2544166666667,8769.739083333332
568,01-24 16:10:00,1479.915,203.363125,94.97562500000001,3.051875,13.32,8.568125,4.41875,0.0,0.26706,52.011,1270.8739166666667,200.61741666666668,9763.182,5873.91175,1729.6630833333331,12660.637333333334,12.709333333333333,57.57308333333333,3323.447833333333,8771.367083333333
569,01-24 17:10:00,606.08625,84.966875,46.18375,1.0825,5.87,8.439375,4.2675,0.0,0.26706,52.011,1271.4066666666665,200.6291666666667,9763.182,5875.912916666667,1730.5440833333334,12660.637333333334,12.713083333333335,57.57416666666666,3324.878166666667,8773.36825
570,01-24 18:10:00,0.0,0.0,0.0,0.0,0.0,7.949375,4.064375,0.0,0.26706,52.011,1271.8118333333332,200.644,9763.182,5877.801416666666,1731.2630833333333,12660.637333333334,12.720666666666666,57.574999999999996,3326.0255833333335,8775.25675
571,01-24 19:10:00,0.0,0.0,0.0,0.0,0.0,7.2543750000000005,4.064375,0.0,0.26706,52.011,1272.02875,200.65808333333334,9763.182,5879.101166666667,1731.8726666666669,12660.637333333334,12.722333333333333,57.57533333333333,3326.8681666666666,8776.5565
572,01-24 20:10:00,0.0,0.0,0.0,0.0,0.0,6.86125,3.985625,0.0,0.26706,52.011,1272.1654999999998,200.67041666666668,9763.182,5880.456333333333,1732.4915,12660.637333333334,12.732583333333332,57.57533333333333,3327.6463333333327,8777.911666666667
573,01-24 21:10:00,0.0,0.0,0.0,0.0,0.0,6.476875,3.8925,0.0,0.20458,52.011,1272.2648333333334,200.68508333333332,9763.182,5881.77825,1733.10675,12660.637333333334,12.732999999999999,57.57533333333333,3328.376,8779.233583333333
574,01-24 22:10:00,0.0,0.0,0.0,0.0,0.0,6.22375,3.9275,0.0,0.20458,52.011,1272.3033333333333,200.69533333333334,9763.182,5882.940166666667,1733.6824166666665,12660.637333333334,12.741999999999999,57.57533333333333,3329.0094166666663,8780.3955
575,01-24 23:10:00,0.0,0.0,0.0,0.0,0.0,5.821875,4.073125,0.0,0.20458,52.011,1272.3033333333333,200.71208333333334,9763.182,5884.018833333333,1734.2901666666667,12660.637333333334,12.745333333333333,57.57533333333333,3329.6372499999998,8781.474166666667
