,time,P,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,price_per_kwh
0,01-01 00:10:00,0.0,0.0,0.0,0.0,0.0,6.755625,13.18125,0.0,0.20458
1,01-01 01:10:00,0.0,0.0,0.0,0.0,0.0,7.193125,4.771875,0.0,0.20458
2,01-01 02:10:00,0.0,0.0,0.0,0.0,0.0,7.083125,4.8625,0.0,0.20458
3,01-01 03:10:00,0.0,0.0,0.0,0.0,0.0,7.1475,4.98625,0.0,0.20458
4,01-01 04:10:00,0.0,0.0,0.0,0.0,0.0,7.105625,5.155,0.0,0.20458
5,01-01 05:10:00,0.0,0.0,0.0,0.0,0.0,7.114375,5.39625,0.0,0.20458
6,01-01 06:10:00,0.0,0.0,0.0,0.0,0.0,7.069375,5.405,0.0,0.20458
7,01-01 07:10:00,0.0,0.0,0.0,0.0,0.0,7.08125,5.474375,0.0,0.20458
8,01-01 08:10:00,0.0,0.0,0.0,0.0,0.0,7.120625,5.585625,0.0,0.20458
9,01-01 09:10:00,0.0,0.0,0.0,0.0,0.0,7.0925,5.7675,0.0,0.26706
10,01-01 10:10:00,543.37875,63.299375000000005,53.113749999999996,1.354375,8.71,7.239375,5.865625,0.0,0.26706
11,01-01 11:10:00,912.58875,91.485625,94.7175,2.529375,14.57,7.585625,5.91625,0.0,0.26706
12,01-01 12:10:00,1683.9337500000001,202.65125,132.216875,3.986875,18.36,7.8568750000000005,5.914375,0.0,0.26706
13,01-01 13:10:00,1443.49875,171.58375,120.67375,3.729375,19.71,8.161249999999999,6.08625,0.0,0.26706
14,01-01 14:10:00,1364.79375,166.47312499999998,110.51,3.3675,18.49,8.41,6.168125,0.0,0.26706
15,01-01 15:10:00,1116.40125,130.605,96.46187499999999,2.73125,14.82,8.555,6.081875,0.0,0.26706
16,01-01 16:10:00,857.7524999999999,106.81625,70.66437499999999,1.784375,9.05,8.620625,6.146875,0.0,0.26706
17,01-01 17:10:00,0.45,0.0,0.520625,0.013125,0.1025,8.371875,6.25875,0.0,0.26706
18,01-01 18:10:00,0.0,0.0,0.0,0.0,0.0,8.164375,6.16875,0.0,0.26706
19,01-01 19:10:00,0.0,0.0,0.0,0.0,0.0,8.0575,5.978125,0.0,0.26706
20,01-01 20:10:00,0.0,0.0,0.0,0.0,0.0,8.004375,5.8025,0.0,0.26706
21,01-01 21:10:00,0.0,0.0,0.0,0.0,0.0,7.909375,5.736875,0.0,0.20458
22,01-01 22:10:00,0.0,0.0,0.0,0.0,0.0,7.7612499999999995,5.6025,0.0,0.20458
23,01-01 23:10:00,0.0,0.0,0.0,0.0,0.0,7.649375,5.42375,0.0,0.20458
24,01-02 00:10:00,0.0,0.0,0.0,0.0,0.0,7.4775,5.250625,0.0,0.20458
25,01-02 01:10:00,0.0,0.0,0.0,0.0,0.0,7.26375,5.190625,0.0,0.20458
26,01-02 02:10:00,0.0,0.0,0.0,0.0,0.0,7.158125,4.90625,0.0,0.20458
27,01-02 03:10:00,0.0,0.0,0.0,0.0,0.0,7.04375,4.7625,0.0,0.20458
28,01-02 04:10:00,0.0,0.0,0.0,0.0,0.0,6.95125,4.861875,0.0,0.20458
29,01-02 05:10:00,0.0,0.0,0.0,0.0,0.0,6.77125,4.918125,0.0,0.20458
30,01-02 06:10:00,0.0,0.0,0.0,0.0,0.0,6.66625,4.78375,0.0,0.20458
31,01-02 07:10:00,0.0,0.0,0.0,0.0,0.0,6.56375,4.715625,0.0,0.20458
32,01-02 08:10:00,0.0,0.0,0.0,0.0,0.0,6.456875,4.48625,0.0,0.20458
33,01-02 09:10:00,0.0,0.0,0.0,0.0,0.0,6.416875,4.3325000000000005,0.0,0.26706
34,01-02 10:10:00,749.65125,100.82625,53.663125,1.424375,7.63875,6.79375,4.4350000000000005,0.0,0.26706
35,01-02 11:10:00,973.0725,108.658125,92.290625,2.57375,14.61,7.28875,4.435,0.0,0.26706
36,01-02 12:10:00,1367.00625,143.44187499999998,132.24937500000001,3.6706250000000002,17.26875,7.89,4.58125,0.0,0.26706
37,01-02 13:10:00,1967.1525,244.2075,152.13875000000002,4.755,19.8,8.228125,4.701875,0.0,0.26706
38,01-02 14:10:00,1391.805,164.204375,118.73375,3.47625,17.428125,8.360625,4.858125,0.0,0.26706
39,01-02 15:10:00,1135.06875,133.666875,98.401875,2.7725,14.93,8.540625,4.99,0.0,0.26706
40,01-02 16:10:00,728.6025,88.36,64.9675,1.6287500000000001,8.60625,8.4625,4.88375,0.0,0.26706
41,01-02 17:10:00,3.2775,0.0,1.301875,0.033125,0.110625,8.10625,4.745,0.0,0.26706
42,01-02 18:10:00,0.0,0.0,0.0,0.0,0.0,7.588125,4.81875,0.0,0.26706
43,01-02 19:10:00,0.0,0.0,0.0,0.0,0.0,7.3575,4.7375,0.0,0.26706
44,01-02 20:10:00,0.0,0.0,0.0,0.0,0.0,7.1925,4.633125,0.0,0.26706
45,01-02 21:10:00,0.0,0.0,0.0,0.0,0.0,7.064375,4.7275,0.0,0.20458
46,01-02 22:10:00,0.0,0.0,0.0,0.0,0.0,7.02625,4.92125,0.0,0.20458
47,01-02 23:10:00,0.0,0.0,0.0,0.0,0.0,6.876875,4.976875,0.0,0.20458
48,01-03 00:10:00,0.0,0.0,0.0,0.0,0.0,6.79875,5.038125,0.0,0.20458
49,01-03 01:10:00,0.0,0.0,0.0,0.0,0.0,6.71,5.150625,0.0,0.20458
50,01-03 02:10:00,0.0,0.0,0.0,0.0,0.0,6.6899999999999995,5.1775,0.0,0.20458
51,01-03 03:10:00,0.0,0.0,0.0,0.0,0.0,6.678125,5.28875,0.0,0.20458
52,01-03 04:10:00,0.0,0.0,0.0,0.0,0.0,6.745,5.29625,0.0,0.20458
53,01-03 05:10:00,0.0,0.0,0.0,0.0,0.0,6.8625,5.551875,0.0,0.20458
54,01-03 06:10:00,0.0,0.0,0.0,0.0,0.0,6.83875,5.685,0.0,0.20458
55,01-03 07:10:00,0.0,0.0,0.0,0.0,0.0,6.8325,5.826875,0.0,0.20458
56,01-03 08:10:00,0.0,0.0,0.0,0.0,0.0,6.778124999999999,5.883125,0.0,0.20458
57,01-03 09:10:00,0.0,0.0,0.0,0.0,0.0,6.775,5.975,0.0,0.26706
58,01-03 10:10:00,549.045,58.218125,59.38,1.461875,8.221874999999999,6.9075,6.03875,0.0,0.26706
59,01-03 11:10:00,1098.48,123.7525,97.05875,2.761875,14.66,7.408125,5.946875,0.0,0.26706
60,01-03 12:10:00,1291.5787500000001,154.22125,108.389375,3.338125,17.334374999999998,7.915,6.176875,0.0,0.26706
61,01-03 13:10:00,1781.81625,234.01250000000002,125.059375,4.218125,19.89,8.343125,6.4225,0.0,0.26706
62,01-03 14:10:00,1230.66375,149.996875,102.395,3.15,17.53125,8.604375,6.301875,0.0,0.26706
63,01-03 15:10:00,1281.85125,164.946875,95.920625,2.951875,15.05,8.681875,6.095625,0.0,0.26706
64,01-03 16:10:00,798.01125,105.726875,60.6075,1.589375,8.728125,8.69,5.8706249999999995,0.0,0.26706
65,01-03 17:10:00,3.27375,0.0,1.301875,0.033125,0.119375,8.4575,5.62375,0.0,0.26706
66,01-03 18:10:00,0.0,0.0,0.0,0.0,0.0,8.044375,5.44375,0.0,0.26706
67,01-03 19:10:00,0.0,0.0,0.0,0.0,0.0,7.750624999999999,5.344375,0.0,0.26706
68,01-03 20:10:00,0.0,0.0,0.0,0.0,0.0,7.466875,5.108125,0.0,0.26706
69,01-03 21:10:00,0.0,0.0,0.0,0.0,0.0,7.2325,4.935625,0.0,0.20458
70,01-03 22:10:00,0.0,0.0,0.0,0.0,0.0,7.11125,4.97375,0.0,0.20458
71,01-03 23:10:00,0.0,0.0,0.0,0.0,0.0,7.099375,5.18125,0.0,0.20458
72,01-04 00:10:00,0.0,0.0,0.0,0.0,0.0,6.91875,5.02625,0.0,0.20458
73,01-04 01:10:00,0.0,0.0,0.0,0.0,0.0,6.760625,4.9825,0.0,0.20458
74,01-04 02:10:00,0.0,0.0,0.0,0.0,0.0,6.62375,4.96,0.0,0.20458
75,01-04 03:10:00,0.0,0.0,0.0,0.0,0.0,6.534375,4.918125,0.0,0.20458
76,01-04 04:10:00,0.0,0.0,0.0,0.0,0.0,6.345625,4.77125,0.0,0.20458
77,01-04 05:10:00,0.0,0.0,0.0,0.0,0.0,6.193125,4.7875000000000005,0.0,0.20458
78,01-04 06:10:00,0.0,0.0,0.0,0.0,0.0,6.025,4.7543750000000005,0.0,0.20458
79,01-04 07:10:00,0.0,0.0,0.0,0.0,0.0,5.986875,4.708125,0.0,0.20458
80,01-04 08:10:00,0.0,0.0,0.0,0.0,0.0,5.9331249999999995,4.671875,0.0,0.20458
81,01-04 09:10:00,0.0,0.0,0.0,0.0,0.0,5.988125,4.750625,0.0,0.26706
82,01-04 10:10:00,908.79375,119.418125,65.39,1.743125,8.25,6.181875,4.8625,0.0,0.26706
83,01-04 11:10:00,1508.81625,195.89125,104.13437499999999,3.26,14.72,6.93125,4.858125,0.0,0.26706
84,01-04 12:10:00,1299.5700000000002,149.071875,114.040625,3.42875,17.409375,7.4731250000000005,4.789375,0.0,0.26706
85,01-04 13:10:00,1896.63,247.53062500000001,135.085625,4.5024999999999995,19.99,7.926875,4.8925,0.0,0.26706
86,01-04 14:10:00,1286.57625,143.88187499999998,116.908125,3.399375,17.64375,8.1975,4.6725,0.0,0.26706
87,01-04 15:10:00,1443.6,189.03562499999998,101.49249999999999,3.111875,15.18,8.2575,4.453125,0.0,0.26706
88,01-04 16:10:00,663.4649999999999,78.98375000000001,59.620625,1.499375,8.85,8.0825,4.351875,0.0,0.26706
89,01-04 17:10:00,0.0,0.0,0.260625,0.006875,0.128125,7.92125,4.223125,0.0,0.26706
90,01-04 18:10:00,0.0,0.0,0.0,0.0,0.0,7.55375,4.1375,0.0,0.26706
91,01-04 19:10:00,0.0,0.0,0.0,0.0,0.0,7.31375,4.2437499999999995,0.0,0.26706
92,01-04 20:10:00,0.0,0.0,0.0,0.0,0.0,7.13,4.452500000000001,0.0,0.26706
93,01-04 21:10:00,0.0,0.0,0.0,0.0,0.0,6.913125,4.624375,0.0,0.20458
94,01-04 22:10:00,0.0,0.0,0.0,0.0,0.0,6.755,4.655625,0.0,0.20458
95,01-04 23:10:00,0.0,0.0,0.0,0.0,0.0,6.67875,4.91875,0.0,0.20458
96,01-05 00:10:00,0.0,0.0,0.0,0.0,0.0,6.4825,4.918125,0.0,0.20458
97,01-05 01:10:00,0.0,0.0,0.0,0.0,0.0,6.475,4.83125,0.0,0.20458
98,01-05 02:10:00,0.0,0.0,0.0,0.0,0.0,6.4018749999999995,4.62625,0.0,0.20458
99,01-05 03:10:00,0.0,0.0,0.0,0.0,0.0,6.2575,4.47875,0.0,0.20458
100,01-05 04:10:00,0.0,0.0,0.0,0.0,0.0,6.145625,4.38375,0.0,0.20458
101,01-05 05:10:00,0.0,0.0,0.0,0.0,0.0,6.12,4.29875,0.0,0.20458
102,01-05 06:10:00,0.0,0.0,0.0,0.0,0.0,6.09125,4.228125,0.0,0.20458
103,01-05 07:10:00,0.0,0.0,0.0,0.0,0.0,6.094375,4.224375,0.0,0.20458
104,01-05 08:10:00,0.0,0.0,0.0,0.0,0.0,6.205625,4.305625,0.0,0.20458
105,01-05 09:10:00,0.0,0.0,0.0,0.0,0.0,6.265625,4.400625,0.0,0.26706
106,01-05 10:10:00,590.84625,70.09937500000001,54.93125,1.41625,8.296875,6.398125,4.551875,0.0,0.26706
107,01-05 11:10:00,812.235,84.22625,84.42625,2.36625,14.79,6.831875,4.525,0.0,0.26706
108,01-05 12:10:00,1344.945,157.458125,115.09625,3.521875,17.49375,7.33875,4.57375,0.0,0.26706
109,01-05 13:10:00,1387.78125,164.145625,119.836875,3.730625,20.1,7.785,4.716875,0.0,0.26706
110,01-05 14:10:00,1142.95875,139.37875,96.6475,2.961875,17.75625,7.930625,4.87875,0.0,0.26706
111,01-05 15:10:00,1149.4275,147.1475,90.161875,2.746875,15.32,7.991875,4.88375,0.0,0.26706
112,01-05 16:10:00,744.13125,93.68062499999999,61.335,1.60375,8.990625,7.935625,4.789375,0.0,0.26706
113,01-05 17:10:00,3.03,0.0,1.249375,0.031875,0.136875,7.885,4.600625,0.0,0.26706
114,01-05 18:10:00,0.0,0.0,0.0,0.0,0.0,7.710625,4.305625,0.0,0.26706
115,01-05 19:10:00,0.0,0.0,0.0,0.0,0.0,7.53375,4.2025,0.0,0.26706
116,01-05 20:10:00,0.0,0.0,0.0,0.0,0.0,7.2075,4.430625,0.0,0.26706
117,01-05 21:10:00,0.0,0.0,0.0,0.0,0.0,7.118125,4.731875,0.0,0.20458
118,01-05 22:10:00,0.0,0.0,0.0,0.0,0.0,6.975,4.84,0.0,0.20458
119,01-05 23:10:00,0.0,0.0,0.0,0.0,0.0,6.854375,4.96125,0.0,0.20458
120,01-06 00:10:00,0.0,0.0,0.0,0.0,0.0,6.75625,4.815,0.0,0.20458
121,01-06 01:10:00,0.0,0.0,0.0,0.0,0.0,6.563125,4.5525,0.0,0.20458
122,01-06 02:10:00,0.0,0.0,0.0,0.0,0.0,6.543125,4.47,0.0,0.20458
123,01-06 03:10:00,0.0,0.0,0.0,0.0,0.0,6.435,4.41875,0.0,0.20458
124,01-06 04:10:00,0.0,0.0,0.0,0.0,0.0,6.40375,4.335625,0.0,0.20458
125,01-06 05:10:00,0.0,0.0,0.0,0.0,0.0,6.29125,4.09125,0.0,0.20458
126,01-06 06:10:00,0.0,0.0,0.0,0.0,0.0,6.0875,4.043125,0.0,0.20458
127,01-06 07:10:00,0.0,0.0,0.0,0.0,0.0,6.075625,4.0825000000000005,0.0,0.20458
128,01-06 08:10:00,0.0,0.0,0.0,0.0,0.0,6.10875,4.199375,0.0,0.20458
129,01-06 09:10:00,0.0,0.0,0.0,0.0,0.0,6.224375,4.03,0.0,0.26706
130,01-06 10:10:00,755.13,95.66375000000001,59.861875,1.56125,8.34375,6.441875,4.088125,0.0,0.26706
131,01-06 11:10:00,1059.78375,126.599375,88.616875,2.573125,14.86,6.98,4.09125,0.0,0.26706
132,01-06 12:10:00,1186.17375,140.33,102.47437500000001,3.04625,17.578125,7.53125,4.3100000000000005,0.0,0.26706
133,01-06 13:10:00,1437.0675,158.37125,132.480625,3.865625,20.21,7.9193750000000005,4.77625,0.0,0.26706
134,01-06 14:10:00,1431.675,184.231875,108.0375,3.431875,17.878125,8.204375,4.828125,0.0,0.26706
135,01-06 15:10:00,1246.875,145.98875,105.938125,2.954375,15.46,8.38625,5.095,0.0,0.26706
136,01-06 16:10:00,980.1637499999999,124.100625,77.11,1.95875,9.13125,8.368125,4.913125,0.0,0.26706
137,01-06 17:10:00,3.885,0.0,1.458125,0.0375,0.146875,8.148125,4.490625,0.0,0.26706
138,01-06 18:10:00,0.0,0.0,0.0,0.0,0.0,7.81625,4.326875,0.0,0.26706
139,01-06 19:10:00,0.0,0.0,0.0,0.0,0.0,7.55625,4.344375,0.0,0.26706
140,01-06 20:10:00,0.0,0.0,0.0,0.0,0.0,7.37875,4.41,0.0,0.26706
141,01-06 21:10:00,0.0,0.0,0.0,0.0,0.0,7.22625,4.431875,0.0,0.20458
142,01-06 22:10:00,0.0,0.0,0.0,0.0,0.0,7.136875,4.47,0.0,0.20458
143,01-06 23:10:00,0.0,0.0,0.0,0.0,0.0,6.82125,4.57875,0.0,0.20458
144,01-07 00:10:00,0.0,0.0,0.0,0.0,0.0,6.79,4.54375,0.0,0.20458
145,01-07 01:10:00,0.0,0.0,0.0,0.0,0.0,6.729375,4.345,0.0,0.20458
146,01-07 02:10:00,0.0,0.0,0.0,0.0,0.0,6.740625,4.660625,0.0,0.20458
147,01-07 03:10:00,0.0,0.0,0.0,0.0,0.0,6.62375,4.826875,0.0,0.20458
148,01-07 04:10:00,0.0,0.0,0.0,0.0,0.0,6.501875,4.853125,0.0,0.20458
149,01-07 05:10:00,0.0,0.0,0.0,0.0,0.0,6.41625,4.7925,0.0,0.20458
150,01-07 06:10:00,0.0,0.0,0.0,0.0,0.0,6.3025,4.724375,0.0,0.20458
151,01-07 07:10:00,0.0,0.0,0.0,0.0,0.0,6.2475000000000005,4.5775,0.0,0.20458
152,01-07 08:10:00,0.0,0.0,0.0,0.0,0.0,6.220625,4.62,0.0,0.20458
153,01-07 09:10:00,0.0,0.0,0.0,0.0,0.0,6.215625,4.664375,0.0,0.26706
154,01-07 10:10:00,732.28125,89.22687499999999,63.664375,1.6125,8.4,6.475625,4.801875,0.0,0.26706
155,01-07 11:10:00,1264.60125,142.358125,111.545625,3.149375,14.94,6.943124999999999,4.731875,0.0,0.26706
156,01-07 12:10:00,1511.5725,180.439375,123.566875,3.7868749999999998,17.68125,7.480625,4.965625,0.0,0.26706
157,01-07 13:10:00,1658.23875,206.28062500000001,127.496875,4.013125,20.33,7.84625,4.951875,0.0,0.26706
158,01-07 14:10:00,1618.41,225.90062500000002,103.408125,3.6725,18.009375000000002,8.178125,4.9037500000000005,0.0,0.26706
159,01-07 15:10:00,1596.3600000000001,214.9375,105.450625,3.34875,15.61,8.339375,4.666875,0.0,0.26706
160,01-07 16:10:00,837.26625,106.44999999999999,66.675625,1.74875,9.271875000000001,8.340625,4.538125,0.0,0.26706
161,01-07 17:10:00,8.895,0.0,7.968125,0.205625,2.5,8.181875,4.263125,0.0,0.26706
162,01-07 18:10:00,0.0,0.0,0.0,0.0,0.0,7.967499999999999,4.231875,0.0,0.26706
163,01-07 19:10:00,0.0,0.0,0.0,0.0,0.0,7.88625,4.3575,0.0,0.26706
164,01-07 20:10:00,0.0,0.0,0.0,0.0,0.0,7.82125,4.449375,0.0,0.26706
165,01-07 21:10:00,0.0,0.0,0.0,0.0,0.0,7.7925,4.5725,0.0,0.20458
166,01-07 22:10:00,0.0,0.0,0.0,0.0,0.0,7.834375,4.678125,0.0,0.20458
167,01-07 23:10:00,0.0,0.0,0.0,0.0,0.0,7.681875,4.7725,0.0,0.20458
168,01-08 00:10:00,0.0,0.0,0.0,0.0,0.0,7.66875,4.940625,0.0,0.20458
169,01-08 01:10:00,0.0,0.0,0.0,0.0,0.0,7.6693750000000005,5.0125,0.0,0.20458
170,01-08 02:10:00,0.0,0.0,0.0,0.0,0.0,7.56625,5.055,0.0,0.20458
171,01-08 03:10:00,0.0,0.0,0.0,0.0,0.0,7.58375,5.0775,0.0,0.20458
172,01-08 04:10:00,0.0,0.0,0.0,0.0,0.0,7.606875,5.043125,0.0,0.20458
173,01-08 05:10:00,0.0,0.0,0.0,0.0,0.0,7.654375,4.95,0.0,0.20458
174,01-08 06:10:00,0.0,0.0,0.0,0.0,0.0,7.628125,4.844374999999999,0.0,0.20458
175,01-08 07:10:00,0.0,0.0,0.0,0.0,0.0,7.6225000000000005,4.8175,0.0,0.20458
176,01-08 08:10:00,0.0,0.0,0.0,0.0,0.0,7.694375,4.820625,0.0,0.20458
177,01-08 09:10:00,0.0,0.0,0.0,0.0,0.0,7.744375,4.858125,0.0,0.26706
178,01-08 10:10:00,545.98875,60.259375,56.79875,1.443125,8.465625,7.918125,4.97375,0.0,0.26706
179,01-08 11:10:00,919.40625,88.04375,99.095625,2.60625,15.03,8.1775,4.938125,0.0,0.26706
180,01-08 12:10:00,785.43,61.20625,101.615625,2.6237500000000002,17.784374999999997,8.6025,4.85875,0.0,0.26706
181,01-08 13:10:00,1054.47,95.115,119.660625,3.310625,20.46,8.85875,4.81,0.0,0.26706
182,01-08 14:10:00,1107.49875,115.400625,110.7,3.169375,18.15,9.16875,4.7975,0.0,0.26706
183,01-08 15:10:00,1251.2475,149.8275,103.321875,3.00625,15.77,9.25125,4.62375,0.0,0.26706
184,01-08 16:10:00,638.1075,71.03812500000001,63.96875,1.600625,9.421875,9.153125,4.233125,0.0,0.26706
185,01-08 17:10:00,11.51625,0.0,8.7475,0.22375,2.66,8.83625,4.016875,0.0,0.26706
186,01-08 18:10:00,0.0,0.0,0.0,0.0,0.0,8.296875,3.913125,0.0,0.26706
187,01-08 19:10:00,0.0,0.0,0.0,0.0,0.0,8.03875,3.90875,0.0,0.26706
188,01-08 20:10:00,0.0,0.0,0.0,0.0,0.0,7.976875,4.000625,0.0,0.26706
189,01-08 21:10:00,0.0,0.0,0.0,0.0,0.0,7.86125,4.0443750000000005,0.0,0.20458
190,01-08 22:10:00,0.0,0.0,0.0,0.0,0.0,7.771875,4.0175,0.0,0.20458
191,01-08 23:10:00,0.0,0.0,0.0,0.0,0.0,7.49125,4.0125,0.0,0.20458
192,01-09 00:10:00,0.0,0.0,0.0,0.0,0.0,7.459375,4.168125,0.0,0.20458
193,01-09 01:10:00,0.0,0.0,0.0,0.0,0.0,7.483124999999999,4.163125,0.0,0.20458
194,01-09 02:10:00,0.0,0.0,0.0,0.0,0.0,7.425625,4.250625,0.0,0.20458
195,01-09 03:10:00,0.0,0.0,0.0,0.0,0.0,7.4325,4.2725,0.0,0.20458
196,01-09 04:10:00,0.0,0.0,0.0,0.0,0.0,7.41875,4.374375,0.0,0.20458
197,01-09 05:10:00,0.0,0.0,0.0,0.0,0.0,7.4075,4.50875,0.0,0.20458
198,01-09 06:10:00,0.0,0.0,0.0,0.0,0.0,7.29875,4.453125,0.0,0.20458
199,01-09 07:10:00,0.0,0.0,0.0,0.0,0.0,7.195,4.415,0.0,0.20458
200,01-09 08:10:00,0.0,0.0,0.0,0.0,0.0,7.1575,4.3925,0.0,0.20458
201,01-09 09:10:00,0.0,0.0,0.0,0.0,0.0,7.10375,4.40125,0.0,0.26706
202,01-09 10:10:00,601.245,72.135,55.471875,1.4425,8.53125,7.375,4.54625,0.0,0.26706
203,01-09 11:10:00,1444.83375,189.60125,102.028125,3.2399999999999998,15.12,8.158125,4.530625000000001,0.0,0.26706
204,01-09 12:10:00,1074.99,122.883125,100.935625,3.06125,17.8875,8.604375000000001,4.7375,0.0,0.26706
205,01-09 13:10:00,1494.83625,175.65625,130.34375,4.0175,20.6,8.9825,5.086875,0.0,0.26706
206,01-09 14:10:00,1138.29375,117.561875,115.673125,3.259375,17.071250000000003,9.120625,5.285625,0.0,0.26706
207,01-09 15:10:00,975.945,107.453125,95.25125,2.719375,14.934375,9.210625,5.228125,0.0,0.26706
208,01-09 16:10:00,697.3275,83.02625,64.661875,1.683125,9.58125,9.10125,5.24125,0.0,0.26706
209,01-09 17:10:00,10.3725,0.0,8.74625,0.22375,2.83,8.9075,5.18875,0.0,0.26706
210,01-09 18:10:00,0.0,0.0,0.0,0.0,0.0,8.601875,5.12625,0.0,0.26706
211,01-09 19:10:00,0.0,0.0,0.0,0.0,0.0,8.29875,5.3275,0.0,0.26706
212,01-09 20:10:00,0.0,0.0,0.0,0.0,0.0,7.98875,5.344374999999999,0.0,0.26706
213,01-09 21:10:00,0.0,0.0,0.0,0.0,0.0,7.7612499999999995,5.4,0.0,0.20458
214,01-09 22:10:00,0.0,0.0,0.0,0.0,0.0,7.62625,5.211875,0.0,0.20458
215,01-09 23:10:00,0.0,0.0,0.0,0.0,0.0,7.431875,4.999375000000001,0.0,0.20458
216,01-10 00:10:00,0.0,0.0,0.0,0.0,0.0,7.345,4.706875,0.0,0.20458
217,01-10 01:10:00,0.0,0.0,0.0,0.0,0.0,7.183125,4.57375,0.0,0.20458
218,01-10 02:10:00,0.0,0.0,0.0,0.0,0.0,7.12875,4.3975,0.0,0.20458
219,01-10 03:10:00,0.0,0.0,0.0,0.0,0.0,7.01875,4.36625,0.0,0.20458
220,01-10 04:10:00,0.0,0.0,0.0,0.0,0.0,6.951875,4.335625,0.0,0.20458
221,01-10 05:10:00,0.0,0.0,0.0,0.0,0.0,6.9243749999999995,4.43125,0.0,0.20458
222,01-10 06:10:00,0.0,0.0,0.0,0.0,0.0,6.819375,4.505625,0.0,0.20458
223,01-10 07:10:00,0.0,0.0,0.0,0.0,0.0,6.8425,4.62,0.0,0.20458
224,01-10 08:10:00,0.0,0.0,0.0,0.0,0.0,6.798125,4.5825,0.0,0.20458
225,01-10 09:10:00,0.0,0.0,0.0,0.0,0.0,6.8025,4.641875,0.0,0.26706
226,01-10 10:10:00,832.86,105.508125,67.05125,1.7825,8.60625,7.063750000000001,4.706875,0.0,0.26706
227,01-10 11:10:00,1473.70875,199.193125,97.70125,3.206875,15.22,7.68625,4.495,0.0,0.26706
228,01-10 12:10:00,1212.7275,136.535625,113.1675,3.3562499999999997,18.009375000000002,8.355,4.625624999999999,0.0,0.26706
229,01-10 13:10:00,1607.16,185.89000000000001,140.34375,4.2925,20.74,8.87875,4.845625,0.0,0.26706
230,01-10 14:10:00,1216.3275,139.07125,111.21875,3.29625,18.440625,9.184375,5.043125,0.0,0.26706
231,01-10 15:10:00,1129.5900000000001,132.2275,100.175625,2.974375,16.1,9.256875,5.120625,0.0,0.26706
232,01-10 16:10:00,823.0425,94.45687500000001,76.87125,1.973125,9.740625000000001,9.243125,5.168125,0.0,0.26706
233,01-10 17:10:00,15.51375,0.0,10.67375,0.274375,3.0,8.93375,4.999375,0.0,0.26706
234,01-10 18:10:00,0.0,0.0,0.0,0.0,0.0,8.5,4.965625,0.0,0.26706
235,01-10 19:10:00,0.0,0.0,0.0,0.0,0.0,8.1175,4.796875,0.0,0.26706
236,01-10 20:10:00,0.0,0.0,0.0,0.0,0.0,7.998125,4.70625,0.0,0.26706
237,01-10 21:10:00,0.0,0.0,0.0,0.0,0.0,7.9556249999999995,4.453125,0.0,0.20458
238,01-10 22:10:00,0.0,0.0,0.0,0.0,0.0,7.74,4.314375,0.0,0.20458
239,01-10 23:10:00,0.0,0.0,0.0,0.0,0.0,7.526875,4.215,0.0,0.20458
240,01-11 00:10:00,0.0,0.0,0.0,0.0,0.0,7.4556249999999995,4.456875,0.0,0.20458
241,01-11 01:10:00,0.0,0.0,0.0,0.0,0.0,7.251250000000001,4.721875,0.0,0.20458
242,01-11 02:10:00,0.0,0.0,0.0,0.0,0.0,7.28625,4.72875,0.0,0.20458
243,01-11 03:10:00,0.0,0.0,0.0,0.0,0.0,7.404375,4.7075,0.0,0.20458
244,01-11 04:10:00,0.0,0.0,0.0,0.0,0.0,7.311875,4.75125,0.0,0.20458
245,01-11 05:10:00,0.0,0.0,0.0,0.0,0.0,7.30875,4.754375,0.0,0.20458
246,01-11 06:10:00,0.0,0.0,0.0,0.0,0.0,7.28625,4.715,0.0,0.20458
247,01-11 07:10:00,0.0,0.0,0.0,0.0,0.0,7.231875,4.878125,0.0,0.20458
248,01-11 08:10:00,0.0,0.0,0.0,0.0,0.0,7.304375,4.948125,0.0,0.20458
249,01-11 09:10:00,0.0,0.0,0.0,0.0,0.0,7.36,5.021875,0.0,0.26706
250,01-11 10:10:00,747.405,89.99875,65.74875,1.695,8.690624999999999,7.690625,4.81375,0.0,0.26706
251,01-11 11:10:00,1114.33125,122.82,104.51375,2.951875,15.33,8.3625,4.62,0.0,0.26706
252,01-11 12:10:00,1604.49375,195.578125,128.703125,4.0525,18.13125,8.82625,4.8568750000000005,0.0,0.26706
253,01-11 13:10:00,1434.4575,163.90875,130.209375,3.99125,19.584375,9.1675,5.25875,0.0,0.26706
254,01-11 14:10:00,1558.32,196.39499999999998,123.27875,4.005625,18.590625,9.516875,5.336875,0.0,0.26706
255,01-11 15:10:00,1311.6975,164.36937500000002,105.00812499999999,3.18,16.27,9.621875,5.336875,0.0,0.26706
256,01-11 16:10:00,835.46625,101.72625,71.39874999999999,1.878125,9.909375,9.55625,5.331875,0.0,0.26706
257,01-11 17:10:00,20.1525,0.0,12.235,0.311875,3.18,9.413125,5.078125,0.0,0.26706
258,01-11 18:10:00,0.0,0.0,0.0,0.0,0.0,9.10625,4.939375,0.0,0.26706
259,01-11 19:10:00,0.0,0.0,0.0,0.0,0.0,8.723125,5.0,0.0,0.26706
