,time,P,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,price_per_kwh
2552,04-16 08:10:00,835.0875,86.38125,101.68125,4.5668750000000005,17.89,10.259375,3.8606249999999998,0.0,0.20458
2553,04-16 09:10:00,1687.68375,193.95749999999998,149.1525,7.198125,27.89,11.206875,4.05125,0.0,0.26706
2554,04-16 10:10:00,2692.7775,357.69375,189.331875,10.551874999999999,37.24,12.078125,4.094375,0.0,0.26706
2555,04-16 11:10:00,3386.1825,477.4325,227.684375,13.058125,45.25,13.024375,3.858125,0.0,0.26706
2556,04-16 12:10:00,3514.62375,452.685625,286.561875,13.72125,50.87,13.625625,4.099375,0.0,0.26706
2557,04-16 13:10:00,3855.41625,534.996875,285.509375,14.873750000000001,52.85,14.086875,4.1975,0.0,0.26706
2558,04-16 14:10:00,3568.29375,501.47625,258.638125,13.679375,50.62,14.443125,4.263125,0.0,0.26706
2559,04-16 15:10:00,3463.1325,480.769375,245.886875,13.170625,44.83,14.6975,4.22,0.0,0.26706
2560,04-16 16:10:00,2662.605,342.865625,205.949375,10.23,36.71,14.8,4.268125,0.0,0.26706
2561,04-16 17:10:00,2004.915,254.365625,156.568125,7.91625,27.3,14.70875,4.29875,0.0,0.26706
2562,04-16 18:10:00,880.14,108.3175,89.785625,4.236875,17.28,14.3975,4.080625,0.0,0.26706
2563,04-16 19:10:00,123.33375000000001,11.13125,33.3675,1.400625,7.13,13.78875,3.65,0.0,0.26706
2564,04-16 20:10:00,0.0,0.0,0.0,0.0,0.0,12.834375,3.3875,0.0,0.26706
2565,04-16 21:10:00,0.0,0.0,0.0,0.0,0.0,12.00125,3.5175,0.0,0.20458
2566,04-16 22:10:00,0.0,0.0,0.0,0.0,0.0,11.475625,3.4918750000000003,0.0,0.20458
2567,04-16 23:10:00,0.0,0.0,0.0,0.0,0.0,10.874375,3.69375,0.0,0.20458
2568,04-17 00:10:00,0.0,0.0,0.0,0.0,0.0,10.400625,3.6637500000000003,0.0,0.20458
2569,04-17 01:10:00,0.0,0.0,0.0,0.0,0.0,10.038125,3.745625,0.0,0.20458
2570,04-17 02:10:00,0.0,0.0,0.0,0.0,0.0,9.616875,3.69875,0.0,0.20458
2571,04-17 03:10:00,0.0,0.0,0.0,0.0,0.0,9.340625,3.7106250000000003,0.0,0.20458
2572,04-17 04:10:00,0.0,0.0,0.0,0.0,0.0,9.266875,3.696875,0.0,0.20458
2573,04-17 05:10:00,0.0,0.0,0.0,0.0,0.0,9.075625,3.879375,0.0,0.20458
2574,04-17 06:10:00,0.0,0.0,0.0,0.0,0.0,8.90125,4.029375,0.0,0.20458
2575,04-17 07:10:00,121.18875,1.474375,35.4975,1.683125,8.03,8.966875,4.25375,0.0,0.20458
2576,04-17 08:10:00,830.49,108.58625,81.46875,4.683125,18.19,10.185,4.46375,0.0,0.20458
2577,04-17 09:10:00,1862.2575,250.58375,129.16,7.865625,28.19,11.538125,4.750625,0.0,0.26706
2578,04-17 10:10:00,2561.8125,369.355625,156.59875,10.10875,37.56,12.7775,4.9175,0.0,0.26706
2579,04-17 11:10:00,2997.02625,445.783125,184.948125,11.746875,45.59,13.705,4.5775,0.0,0.26706
2580,04-17 12:10:00,3375.705,485.01375,235.103125,13.226875,51.22,14.33375,4.633125,0.0,0.26706
2581,04-17 13:10:00,3905.9625,606.3525,234.303125,15.0075,53.21,14.805,4.775625,0.0,0.26706
2582,04-17 14:10:00,3732.46875,588.79,213.706875,14.280625,50.94,15.098125,4.866875,0.0,0.26706
2583,04-17 15:10:00,3132.37125,490.218125,174.86625,11.90625,45.11,15.26375,5.01375,0.0,0.26706
2584,04-17 16:10:00,2567.41875,352.91249999999997,179.211875,9.879375,36.96,15.264375000000001,5.0175,0.0,0.26706
2585,04-17 17:10:00,1707.44625,230.91125,122.711875,6.818125,25.8,15.0775,4.86125,0.0,0.26706
2586,04-17 18:10:00,774.5325,89.543125,85.73125,3.801875,16.40625,14.744375,4.548125,0.0,0.26706
2587,04-17 19:10:00,123.99,7.47875,34.355,1.24125,6.88125,14.2175,4.21125,0.0,0.26706
2588,04-17 20:10:00,0.0,0.0,0.0,0.0,0.0,13.321875,3.965,0.0,0.26706
2589,04-17 21:10:00,0.0,0.0,0.0,0.0,0.0,12.531875,3.970625,0.0,0.20458
2590,04-17 22:10:00,0.0,0.0,0.0,0.0,0.0,11.98625,4.09,0.0,0.20458
2591,04-17 23:10:00,0.0,0.0,0.0,0.0,0.0,11.6875,4.28,0.0,0.20458
2592,04-18 00:10:00,0.0,0.0,0.0,0.0,0.0,11.278125,4.26375,0.0,0.20458
2593,04-18 01:10:00,0.0,0.0,0.0,0.0,0.0,10.83375,4.224375,0.0,0.20458
2594,04-18 02:10:00,0.0,0.0,0.0,0.0,0.0,10.565625,4.296875,0.0,0.20458
2595,04-18 03:10:00,0.0,0.0,0.0,0.0,0.0,10.17125,4.28,0.0,0.20458
2596,04-18 04:10:00,0.0,0.0,0.0,0.0,0.0,9.95875,4.21625,0.0,0.20458
2597,04-18 05:10:00,0.0,0.0,0.0,0.0,0.0,9.699375,4.291875,0.0,0.20458
2598,04-18 06:10:00,0.0,0.0,0.0,0.0,0.0,9.4475,4.29375,0.0,0.20458
2599,04-18 07:10:00,97.395,1.83875,29.13375,1.5037500000000001,7.28,9.371875,4.385,0.0,0.20458
2600,04-18 08:10:00,738.6675,87.69125,79.695,4.135,16.17,10.304375,4.518125,0.0,0.20458
2601,04-18 09:10:00,1555.70625,201.60062499999998,116.51625,6.6575,24.928749999999997,11.5375,4.526875,0.0,0.26706
2602,04-18 10:10:00,2272.9425,317.6325,150.02875,9.063125,33.145,12.7125,4.46875,0.0,0.26706
2603,04-18 11:10:00,2702.6775,392.66875,178.8525,10.664375,40.18875,13.765625,4.245,0.0,0.26706
2604,04-18 12:10:00,2851.23,415.899375,199.06875,11.2725,45.1325,14.426874999999999,4.289375,0.0,0.26706
2605,04-18 13:10:00,3019.39875,420.523125,231.26125000000002,11.95375,46.865,14.915000000000001,4.39625,0.0,0.26706
2606,04-18 14:10:00,3077.0099999999998,453.768125,212.934375,12.063125,48.05625,15.2475,4.530625,0.0,0.26706
2607,04-18 15:10:00,2889.1875,413.61312499999997,204.429375,11.295,42.553125,15.550625,4.47375,0.0,0.26706
2608,04-18 16:10:00,2248.79625,313.194375,163.106875,8.896875,34.875,15.45875,4.36625,0.0,0.26706
2609,04-18 17:10:00,1725.3225,231.440625,129.593125,7.010625,26.015625,15.24625,4.2575,0.0,0.26706
2610,04-18 18:10:00,952.8975,125.37,88.7325,4.6325,16.603125000000002,14.93,4.1293750000000005,0.0,0.26706
2611,04-18 19:10:00,122.2875,12.450625,32.351875,1.5,7.0874999999999995,14.594375,3.8400000000000003,0.0,0.26706
2612,04-18 20:10:00,0.0,0.0,0.0,0.0,0.0,13.61375,3.625,0.0,0.26706
2613,04-18 21:10:00,0.0,0.0,0.0,0.0,0.0,12.5825,3.6374999999999997,0.0,0.20458
2614,04-18 22:10:00,0.0,0.0,0.0,0.0,0.0,11.806875,3.64125,0.0,0.20458
2615,04-18 23:10:00,0.0,0.0,0.0,0.0,0.0,11.4225,3.871875,0.0,0.20458
2616,04-19 00:10:00,0.0,0.0,0.0,0.0,0.0,10.833125,3.850625,0.0,0.20458
2617,04-19 01:10:00,0.0,0.0,0.0,0.0,0.0,10.535,3.94875,0.0,0.20458
2618,04-19 02:10:00,0.0,0.0,0.0,0.0,0.0,10.080625,3.95625,0.0,0.20458
2619,04-19 03:10:00,0.0,0.0,0.0,0.0,0.0,9.664375,3.92125,0.0,0.20458
2620,04-19 04:10:00,0.0,0.0,0.0,0.0,0.0,9.3575,3.861875,0.0,0.20458
2621,04-19 05:10:00,0.0,0.0,0.0,0.0,0.0,9.035,3.915,0.0,0.20458
2622,04-19 06:10:00,0.0,0.0,0.0,0.0,0.0,8.895625,3.840625,0.0,0.20458
2623,04-19 07:10:00,122.95125,2.54375,35.063125,1.77,8.081249999999999,9.103125,3.899375,0.0,0.20458
2624,04-19 08:10:00,897.14625,118.30499999999999,84.495625,5.063125,17.596875,10.31875,4.075,0.0,0.20458
2625,04-19 09:10:00,1886.3775,256.775,125.804375,7.991875,26.990624999999998,11.66,4.263125,0.0,0.26706
2626,04-19 10:10:00,2757.4875,399.64125,161.73875,10.829375,35.803124999999994,12.779375,4.465,0.0,0.26706
2627,04-19 11:10:00,3022.67625,419.02,213.253125,11.901875,43.36875,13.853125,4.146875,0.0,0.26706
2628,04-19 12:10:00,3335.87625,483.9075,229.65625,13.146875,48.684375,14.41875,4.284375,0.0,0.26706
2629,04-19 13:10:00,3626.42625,544.26375,233.4,14.030625,50.53125,14.92875,4.38375,0.0,0.26706
2630,04-19 14:10:00,3304.60875,485.783125,225.025625,12.916875,48.356249999999996,15.409375,4.525625,0.0,0.26706
2631,04-19 15:10:00,3214.6012499999997,506.716875,178.550625,12.29625,42.80625,15.67625,4.51875,0.0,0.26706
2632,04-19 16:10:00,2892.3075,444.77875,157.766875,10.955,35.099999999999994,15.831875,4.568125,0.0,0.26706
2633,04-19 17:10:00,2037.56625,300.1525,121.04625,8.063125,26.221874999999997,15.83375,4.625625,0.0,0.26706
2634,04-19 18:10:00,915.06375,118.716875,87.74,4.515625,16.8,15.67125,4.435,0.0,0.26706
2635,04-19 19:10:00,133.935,11.373125,35.256875,1.5275,7.284375,15.10875,4.171875,0.0,0.26706
2636,04-19 20:10:00,0.0,0.0,0.0,0.0,0.0,14.0575,4.035,0.0,0.26706
2637,04-19 21:10:00,0.0,0.0,0.0,0.0,0.0,13.095,4.09875,0.0,0.20458
2638,04-19 22:10:00,0.0,0.0,0.0,0.0,0.0,12.365625,4.20625,0.0,0.20458
2639,04-19 23:10:00,0.0,0.0,0.0,0.0,0.0,11.558125,4.32875,0.0,0.20458
2640,04-20 00:10:00,0.0,0.0,0.0,0.0,0.0,11.147499999999999,4.37875,0.0,0.20458
2641,04-20 01:10:00,0.0,0.0,0.0,0.0,0.0,10.6825,4.41875,0.0,0.20458
2642,04-20 02:10:00,0.0,0.0,0.0,0.0,0.0,10.284375,4.495625,0.0,0.20458
2643,04-20 03:10:00,0.0,0.0,0.0,0.0,0.0,9.98875,4.5175,0.0,0.20458
2644,04-20 04:10:00,0.0,0.0,0.0,0.0,0.0,9.60625,4.418125,0.0,0.20458
2645,04-20 05:10:00,0.0,0.0,0.0,0.0,0.0,9.32,4.34125,0.0,0.20458
2646,04-20 06:10:00,0.0,0.0,0.0,0.0,0.0,9.073125,4.31875,0.0,0.20458
2647,04-20 07:10:00,127.66875,2.581875,35.89,1.6781249999999999,8.353125,9.185,4.328125,0.0,0.20458
2648,04-20 08:10:00,830.52,103.405625,84.154375,4.699375,17.86875,10.339375,4.39625,0.0,0.20458
2649,04-20 09:10:00,1711.22625,208.32875,141.106875,7.4575,29.08,11.705,4.396875,0.0,0.26706
2650,04-20 10:10:00,2494.335,344.3575,168.260625,10.08125,38.5,12.829375,4.41375,0.0,0.26706
2651,04-20 11:10:00,3136.90875,439.214375,217.47125,12.438125,46.59,13.791875000000001,4.34125,0.0,0.26706
2652,04-20 12:10:00,3360.02625,496.338125,224.763125,13.395625,52.27,14.48625,4.383125,0.0,0.26706
2653,04-20 13:10:00,3756.975,568.6475,241.075,14.714375,54.25,15.000625,4.435625,0.0,0.26706
2654,04-20 14:10:00,3615.975,542.125,236.63375,14.1225,51.89,15.568125,4.374375,0.0,0.26706
2655,04-20 15:10:00,3284.3925,531.623125,173.1575,12.641875,45.93,15.943125,4.18125,0.0,0.26706
2656,04-20 16:10:00,2665.185,402.255625,159.94875,10.383125,37.68,16.16875,3.8962499999999998,0.0,0.26706
2657,04-20 17:10:00,1976.17125,280.89625,131.84,8.0175,28.18,16.20625,3.655,0.0,0.26706
2658,04-20 18:10:00,951.09,117.63187500000001,97.48625,4.751875,18.13,15.961875,3.44375,0.0,0.26706
2659,04-20 19:10:00,143.74125,12.684375,37.417500000000004,1.680625,7.98,15.510625000000001,3.1425,0.0,0.26706
2660,04-20 20:10:00,0.0,0.0,0.0,0.0,0.0,14.360625,3.08625,0.0,0.26706
2661,04-20 21:10:00,0.0,0.0,0.0,0.0,0.0,13.278125,3.254375,0.0,0.20458
2662,04-20 22:10:00,0.0,0.0,0.0,0.0,0.0,12.539375,3.29375,0.0,0.20458
2663,04-20 23:10:00,0.0,0.0,0.0,0.0,0.0,11.87875,3.39625,0.0,0.20458
2664,04-21 00:10:00,0.0,0.0,0.0,0.0,0.0,11.35875,3.435,0.0,0.20458
2665,04-21 01:10:00,0.0,0.0,0.0,0.0,0.0,10.99,3.465625,0.0,0.20458
2666,04-21 02:10:00,0.0,0.0,0.0,0.0,0.0,10.68125,3.41875,0.0,0.20458
2667,04-21 03:10:00,0.0,0.0,0.0,0.0,0.0,10.425,3.3525,0.0,0.20458
2668,04-21 04:10:00,0.0,0.0,0.0,0.0,0.0,10.061875,3.361875,0.0,0.20458
2669,04-21 05:10:00,0.0,0.0,0.0,0.0,0.0,9.759375,3.4175,0.0,0.20458
2670,04-21 06:10:00,0.0,0.0,0.0,0.0,0.0,9.584999999999999,3.43125,0.0,0.20458
2671,04-21 07:10:00,150.46875,2.754375,41.718125,1.7774999999999999,9.19,9.751249999999999,3.624375,0.0,0.20458
2672,04-21 08:10:00,787.4775,78.285625,99.104375,4.416875,19.34,10.861875,3.68125,0.0,0.20458
2673,04-21 09:10:00,1721.5049999999999,215.343125,137.8125,7.528125,29.37,12.095,3.6725000000000003,0.0,0.26706
2674,04-21 10:10:00,2624.685,365.374375,175.72,10.65625,38.8,13.325625,3.66375,0.0,0.26706
2675,04-21 11:10:00,3179.805,471.15375,203.04625,12.76,46.92,14.594375,3.490625,0.0,0.26706
2676,04-21 12:10:00,3782.6475,579.27,240.92125,15.059375,52.62,15.525,3.5081249999999997,0.0,0.26706
2677,04-21 13:10:00,4040.1825,645.378125,240.77937500000002,15.92125,54.59,16.23625,3.7287500000000002,0.0,0.26706
2678,04-21 14:10:00,3473.6775,501.59000000000003,250.911875,13.8725,52.2,16.621875,3.930625,0.0,0.26706
2679,04-21 15:10:00,3254.80125,462.068125,233.6725,12.823125,46.2,16.945,4.03375,0.0,0.26706
2680,04-21 16:10:00,2749.09875,397.294375,180.61625,10.8025,37.91,16.89875,4.11625,0.0,0.26706
2681,04-21 17:10:00,1849.53,245.659375,142.18625,7.685625,28.4,16.66,3.934375,0.0,0.26706
2682,04-21 18:10:00,905.60625,111.735625,94.52312500000001,4.606875,18.34,16.23125,3.693125,0.0,0.26706
2683,04-21 19:10:00,142.7175,13.019375,37.26,1.7225,8.2,15.585,3.3025,0.0,0.26706
2684,04-21 20:10:00,0.0,0.0,0.0,0.0,0.0,14.59375,3.135,0.0,0.26706
2685,04-21 21:10:00,0.0,0.0,0.0,0.0,0.0,13.6175,3.1025,0.0,0.20458
2686,04-21 22:10:00,0.0,0.0,0.0,0.0,0.0,13.045625,3.2025,0.0,0.20458
2687,04-21 23:10:00,0.0,0.0,0.0,0.0,0.0,12.534375,3.298125,0.0,0.20458
2688,04-22 00:10:00,0.0,0.0,0.0,0.0,0.0,12.169375,3.353125,0.0,0.20458
2689,04-22 01:10:00,0.0,0.0,0.0,0.0,0.0,11.895,3.409375,0.0,0.20458
2690,04-22 02:10:00,0.0,0.0,0.0,0.0,0.0,11.666875,3.415,0.0,0.20458
2691,04-22 03:10:00,0.0,0.0,0.0,0.0,0.0,11.429375,3.435625,0.0,0.20458
2692,04-22 04:10:00,0.0,0.0,0.0,0.0,0.0,11.125,3.461875,0.0,0.20458
2693,04-22 05:10:00,0.0,0.0,0.0,0.0,0.0,10.820625,3.464375,0.0,0.20458
2694,04-22 06:10:00,0.0,0.0,0.0,0.0,0.0,10.641875,3.504375,0.0,0.20458
2695,04-22 07:10:00,155.85375,4.2175,42.505,2.100625,9.47,10.7375,3.750625,0.0,0.20458
2696,04-22 08:10:00,841.74375,86.713125,102.68625,4.74125,19.62,11.620625,3.75,0.0,0.20458
2697,04-22 09:10:00,1641.2925,176.89,160.706875,7.325625,29.66,12.719375,3.8962499999999998,0.0,0.26706
2698,04-22 10:10:00,2705.1375,381.23375,178.1125,11.0025,39.1,13.94,3.951875,0.0,0.26706
2699,04-22 11:10:00,3058.635,417.710625,231.21375,12.48,47.24,15.010625,3.8525,0.0,0.26706
2700,04-22 12:10:00,3768.36,606.32625,217.514375,15.119375,52.96,15.813125,3.89625,0.0,0.26706
2701,04-22 13:10:00,3731.5275,588.921875,230.64499999999998,14.878125,54.92,16.315625,3.8975,0.0,0.26706
2702,04-22 14:10:00,3592.91625,523.821875,255.808125,14.33625,52.51,16.813125,3.99625,0.0,0.26706
2703,04-22 15:10:00,3085.26375,429.8175,230.40625,12.351875,46.47,16.980625,4.095,0.0,0.26706
2704,04-22 16:10:00,2688.07875,363.57875,198.801875,10.665625,38.15,16.923125,4.2425,0.0,0.26706
2705,04-22 17:10:00,1915.8375,248.96625,148.9475,7.913125,28.61,16.543125,4.495625,0.0,0.26706
2706,04-22 18:10:00,897.1800000000001,111.55625,91.52625,4.56,18.55,16.101875,4.415,0.0,0.26706
2707,04-22 19:10:00,148.26,9.975,39.3675,1.59375,8.41,15.356875,4.0475,0.0,0.26706
2708,04-22 20:10:00,0.0,0.0,0.0,0.0,0.0,14.438749999999999,3.6325,0.0,0.26706
2709,04-22 21:10:00,0.0,0.0,0.0,0.0,0.0,13.521875,3.539375,0.0,0.20458
2710,04-22 22:10:00,0.0,0.0,0.0,0.0,0.0,13.04625,3.443125,0.0,0.20458
2711,04-22 23:10:00,0.0,0.0,0.0,0.0,0.0,12.57875,3.565625,0.0,0.20458
2712,04-23 00:10:00,0.0,0.0,0.0,0.0,0.0,12.284375,3.26625,0.0,0.20458
2713,04-23 01:10:00,0.0,0.0,0.0,0.0,0.0,12.046875,3.0525,0.0,0.20458
2714,04-23 02:10:00,0.0,0.0,0.0,0.0,0.0,11.816875,3.22375,0.0,0.20458
2715,04-23 03:10:00,0.0,0.0,0.0,0.0,0.0,11.5525,3.30125,0.0,0.20458
2716,04-23 04:10:00,0.0,0.0,0.0,0.0,0.0,11.26625,3.345625,0.0,0.20458
2717,04-23 05:10:00,0.0,0.0,0.0,0.0,0.0,11.0075,3.3581250000000002,0.0,0.20458
2718,04-23 06:10:00,0.0,0.0,0.0,0.0,0.0,10.8725,3.3406249999999997,0.0,0.20458
2719,04-23 07:10:00,157.57875,3.77375,43.11625,1.928125,9.75,10.9275,3.313125,0.0,0.20458
2720,04-23 08:10:00,801.49875,70.1575,109.285625,4.474375,19.9,11.8,3.395625,0.0,0.20458
2721,04-23 09:10:00,1550.78625,152.828125,167.549375,7.031874999999999,29.94,12.856875,3.48625,0.0,0.26706
2722,04-23 10:10:00,2058.40125,253.055625,175.83875,8.726875,39.4,13.861875,3.56125,0.0,0.26706
2723,04-23 11:10:00,2834.925,390.159375,213.858125,11.655,47.55,14.6275,3.36625,0.0,0.26706
2724,04-23 12:10:00,3320.6775,485.5125,237.39375,13.63875,53.29,15.1025,3.590625,0.0,0.26706
2725,04-23 13:10:00,3351.49875,513.6975,223.16062499999998,13.57625,55.26,15.403125000000001,3.6868749999999997,0.0,0.26706
2726,04-23 14:10:00,3244.54125,499.99125,208.003125,13.045625,52.81,15.583124999999999,3.823125,0.0,0.26706
2727,04-23 15:10:00,2900.67,396.1,223.631875,11.720625,46.73,15.786875,3.9575,0.0,0.26706
2728,04-23 16:10:00,2386.00875,318.55,183.473125,9.62375,38.38,15.5825,4.09125,0.0,0.26706
2729,04-23 17:10:00,1775.97375,239.768125,131.8125,7.419375,28.83,15.25875,4.08625,0.0,0.26706
2730,04-23 18:10:00,955.43625,114.6125,100.173125,4.865,18.75,14.84625,3.899375,0.0,0.26706
2731,04-23 19:10:00,147.0375,13.86125,37.42875,1.83,8.61,14.310625,3.620625,0.0,0.26706
2732,04-23 20:10:00,0.0,0.0,0.0,0.0,0.0,13.41625,3.3925,0.0,0.26706
2733,04-23 21:10:00,0.0,0.0,0.0,0.0,0.0,12.648125,3.345625,0.0,0.20458
2734,04-23 22:10:00,0.0,0.0,0.0,0.0,0.0,12.155625,3.271875,0.0,0.20458
2735,04-23 23:10:00,0.0,0.0,0.0,0.0,0.0,11.8925,3.2575,0.0,0.20458
2736,04-24 00:10:00,0.0,0.0,0.0,0.0,0.0,11.698125,3.25375,0.0,0.20458
2737,04-24 01:10:00,0.0,0.0,0.0,0.0,0.0,11.43375,3.285,0.0,0.20458
2738,04-24 02:10:00,0.0,0.0,0.0,0.0,0.0,11.085,3.30625,0.0,0.20458
2739,04-24 03:10:00,0.0,0.0,0.0,0.0,0.0,10.843125,3.16875,0.0,0.20458
2740,04-24 04:10:00,0.0,0.0,0.0,0.0,0.0,10.661875,2.935,0.0,0.20458
2741,04-24 05:10:00,0.0,0.0,0.0,0.0,0.0,10.438125,2.84875,0.0,0.20458
2742,04-24 06:10:00,0.0,0.0,0.0,0.0,0.0,10.458124999999999,2.926875,0.0,0.20458
2743,04-24 07:10:00,155.47125,3.88875,42.15375,1.8687500000000001,10.02,10.538125,3.005625,0.0,0.20458
2744,04-24 08:10:00,859.3275,82.7775,109.015625,4.83125,20.17,11.38375,3.004375,0.0,0.20458
2745,04-24 09:10:00,1678.46625,183.57375,161.279375,7.53875,30.22,12.44125,3.3137499999999998,0.0,0.26706
2746,04-24 10:10:00,2585.985,316.469375,214.531875,10.731875,39.69,13.366249999999999,3.50875,0.0,0.26706
2747,04-24 11:10:00,3024.07125,401.4775,234.168125,12.375,47.86,14.264375,3.5524999999999998,0.0,0.26706
2748,04-24 12:10:00,3454.47375,473.779375,265.62625,14.058125,53.62,14.734375,3.589375,0.0,0.26706
2749,04-24 13:10:00,3701.11875,538.329375,264.6175,14.8875,55.59,15.203125,3.655625,0.0,0.26706
2750,04-24 14:10:00,3651.3525,569.644375,222.9625,14.55375,53.11,15.520624999999999,3.84,0.0,0.26706
2751,04-24 15:10:00,3061.88625,433.514375,220.5025,12.271875,46.99,15.91625,3.914375,0.0,0.26706
2752,04-24 16:10:00,2653.2375,370.275625,183.06375,10.53625,38.61,15.841875,3.970625,0.0,0.26706
2753,04-24 17:10:00,1776.59625,222.17874999999998,147.649375,7.511875,29.04,15.713750000000001,3.965,0.0,0.26706
2754,04-24 18:10:00,798.37125,83.249375,97.71625,4.16125,18.96,15.189375,3.945625,0.0,0.26706
2755,04-24 19:10:00,140.265,7.8412500000000005,37.925625,1.44375,8.82,14.545625,3.9,0.0,0.26706
2756,04-24 20:10:00,0.0,0.0,0.0,0.0,0.0,13.56,3.93125,0.0,0.26706
2757,04-24 21:10:00,0.0,0.0,0.0,0.0,0.0,12.828125,3.995625,0.0,0.20458
2758,04-24 22:10:00,0.0,0.0,0.0,0.0,0.0,12.335,3.899375,0.0,0.20458
2759,04-24 23:10:00,0.0,0.0,0.0,0.0,0.0,12.043125,4.06875,0.0,0.20458
2760,04-25 00:10:00,0.0,0.0,0.0,0.0,0.0,11.8375,3.97375,0.0,0.20458
2761,04-25 01:10:00,0.0,0.0,0.0,0.0,0.0,11.6275,3.9093750000000003,0.0,0.20458
2762,04-25 02:10:00,0.0,0.0,0.0,0.0,0.0,11.405625,4.034375,0.0,0.20458
2763,04-25 03:10:00,0.0,0.0,0.0,0.0,0.0,11.31875,3.969375,0.0,0.20458
2764,04-25 04:10:00,0.0,0.0,0.0,0.0,0.0,11.249375,3.93125,0.0,0.20458
2765,04-25 05:10:00,0.0,0.0,0.0,0.0,0.0,11.253125,3.8575,0.0,0.20458
2766,04-25 06:10:00,0.0,0.0,0.0,0.0,0.0,11.05875,3.83625,0.0,0.20458
2767,04-25 07:10:00,160.5,5.295625,43.27875,2.13625,10.29,11.175,3.9275,0.0,0.20458
2768,04-25 08:10:00,808.63125,80.1675,101.59875,4.6025,20.44,11.96625,4.1674999999999995,0.0,0.20458
2769,04-25 09:10:00,1695.40875,176.481875,170.4825,7.60375,30.49,12.69,4.340625,0.0,0.26706
2770,04-25 10:10:00,2339.1975,289.799375,192.21625,9.763125,39.97,13.334375,4.5475,0.0,0.26706
2771,04-25 11:10:00,3159.4612500000003,457.848125,205.224375,12.640625,48.17,13.793125,4.629375,0.0,0.26706
2772,04-25 12:10:00,3708.85125,565.695625,223.316875,14.651875,53.95,14.18,4.9625,0.0,0.26706
2773,04-25 13:10:00,3916.425,596.195625,240.771875,15.364374999999999,52.415625,14.538125,5.300625,0.0,0.26706
2774,04-25 14:10:00,3713.1075,591.493125,202.43125,14.475,50.071875,14.750625,5.488125,0.0,0.26706
2775,04-25 15:10:00,3233.835,488.491875,193.03375,12.63625,47.25,14.84625,5.599375,0.0,0.26706
2776,04-25 16:10:00,2818.53375,406.066875,174.25625,11.0525,38.84,14.932500000000001,5.766875,0.0,0.26706
2777,04-25 17:10:00,1964.97375,260.9375,142.82625,8.184375000000001,29.25,14.855,5.77625,0.0,0.26706
2778,04-25 18:10:00,1000.395,114.73,107.455625,5.104375,19.16,14.633125,5.49625,0.0,0.26706
2779,04-25 19:10:00,169.995,13.74875,42.630625,1.983125,9.03,14.186250000000001,5.193125,0.0,0.26706
2780,04-25 20:10:00,0.0,0.0,0.0,0.0,0.0,13.40375,4.8881250000000005,0.0,0.26706
2781,04-25 21:10:00,0.0,0.0,0.0,0.0,0.0,12.623125,4.84,0.0,0.20458
2782,04-25 22:10:00,0.0,0.0,0.0,0.0,0.0,12.116875,4.703125,0.0,0.20458
2783,04-25 23:10:00,0.0,0.0,0.0,0.0,0.0,11.8325,4.805625,0.0,0.20458
2784,04-26 00:10:00,0.0,0.0,0.0,0.0,0.0,11.4825,4.685625,0.0,0.20458
2785,04-26 01:10:00,0.0,0.0,0.0,0.0,0.0,11.204375,4.56875,0.0,0.20458
2786,04-26 02:10:00,0.0,0.0,0.0,0.0,0.0,10.85375,4.5475,0.0,0.20458
2787,04-26 03:10:00,0.0,0.0,0.0,0.0,0.0,10.64125,4.4875,0.0,0.20458
2788,04-26 04:10:00,0.0,0.0,0.0,0.0,0.0,10.48125,4.375,0.0,0.20458
2789,04-26 05:10:00,0.0,0.0,0.0,0.0,0.0,10.3675,4.19,0.0,0.20458
2790,04-26 06:10:00,0.0,0.0,0.0,0.0,0.0,10.345625,4.014375,0.0,0.20458
2791,04-26 07:10:00,169.2525,4.6825,44.87875,2.000625,10.55,10.5475,4.150625,0.0,0.20458
2792,04-26 08:10:00,894.525,90.42875000000001,108.40625,5.068125,20.7,11.4025,4.418125,0.0,0.20458
2793,04-26 09:10:00,1593.3899999999999,172.94437499999998,153.95875,7.18375,30.76,12.3225,4.65875,0.0,0.26706
2794,04-26 10:10:00,2441.34375,297.064375,203.0925,10.178125,40.25,12.989375,4.805625,0.0,0.26706
2795,04-26 11:10:00,2978.38875,366.856875,252.429375,12.124375,48.47,13.725625,4.61125,0.0,0.26706
2796,04-26 12:10:00,2992.7475,373.984375,261.620625,12.374375,54.27,14.21125,4.7025,0.0,0.26706
2797,04-26 13:10:00,3057.2025,418.29375,232.416875,12.35125,52.725,14.545625000000001,4.763125,0.0,0.26706
2798,04-26 14:10:00,3144.5325000000003,441.37625,231.15625,12.678749999999999,53.7,14.838125,4.9262500000000005,0.0,0.26706
2799,04-26 15:10:00,3203.87625,445.910625,227.25187499999998,12.684375,47.5,15.01875,4.9925,0.0,0.26706
2800,04-26 16:10:00,2542.16625,308.22625,215.260625,10.24125,39.06,15.051875,5.07375,0.0,0.26706
2801,04-26 17:10:00,1820.79375,203.254375,170.7775,7.741875,29.46,14.955,5.138125,0.0,0.26706
2802,04-26 18:10:00,849.33,80.446875,109.254375,4.409375,19.36,14.621875,5.078125,0.0,0.26706
